개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3000000,300000004920180010,2018-09-18,,영업/정상,,,,,0,,03165,경희궁바른동물병원,I,000,2026-05-05 22:33:04,"서울특별시 종로구 송월길 **, ****호 (홍파동, 경희궁자이 *단지)",,정상,0000,01,027359088,196711.256846666    ,452060.860508565    ,서울특별시 종로구 홍파동 **-** 경희궁자이 *단지 ,2022-04-28 18:11:01
3000000,300000004920180012,2018-09-21,,영업/정상,,,,,0,,03075,대학로동물병원,I,000,2026-05-05 22:33:04,서울특별시 종로구 창경궁로 *** (명륜*가),,정상,0000,01,0236728441,199947.178659037    ,453593.826987348    ,서울특별시 종로구 명륜*가 **-* ,2022-04-28 18:11:01
3000000,300000004920180014,2018-10-04,,영업/정상,,,,,0,,03040,광화문동물병원,I,000,2026-05-05 22:33:04,"서울특별시 종로구 자하문로 **-*, 씨에스코즈빌 ***호 (통인동)",,정상,0000,01,027228275,197383.197504794    ,452972.118568389    ,서울특별시 종로구 통인동 ***-* 씨에스코즈빌 ,2023-04-11 13:09:07
3000000,300000004920210001,2021-03-31,,영업/정상,,,,,0,,03095,허그댕댕,I,000,2026-05-05 22:33:04,"서울특별시 종로구 지봉로 **, *층 ***호 (창신동, 브라운스톤 창신)",,정상,0000,01,,201258.062657124    ,452787.132831042    ,서울특별시 종로구 창신동 **-** 브라운스톤 창신 ,2022-04-28 18:11:02
3000000,300000004920210002,2021-08-30,,영업/정상,,,,,0,,03107,"사계절, 몽",I,000,2026-05-05 22:33:04,"서울특별시 종로구 동망산길 **, B***호 (숭인동, 종로센트레빌)",,정상,0000,01,,201337.319447521    ,453186.514926777    ,서울특별시 종로구 숭인동 *-* 종로센트레빌 ,2022-04-28 18:11:02
3000000,300000004920220001,2022-05-19,,영업/정상,,,,,0,,03021,올리브동물병원,I,000,2026-05-05 22:33:04,서울특별시 종로구 자하문로 ***(홍지동),,정상,0000,01,023917502,196308.215602977    ,455218.757468473    ,서울특별시 종로구 홍지동 ***-* ,2022-05-19 13:04:02
3000000,300000004920230001,2023-02-28,,영업/정상,,,,,0,,03022,펫힐링센터,I,000,2026-05-05 22:33:04,"서울특별시 종로구 자하문로 ***, *층 (부암동)",,정상,0000,01,,196704.157334101    ,454565.599291282    ,서울특별시 종로구 부암동 ***-** ,2023-02-28 16:22:15
3000000,300000004920230002,2023-05-02,,영업/정상,,,,,0,,03008,펫 마마의 집,I,000,2026-05-05 22:33:04,"서울특별시 종로구 평창문화로 **, *층 (평창동)",,정상,0000,01,,196842.609122384    ,455844.995397014    ,서울특별시 종로구 평창동 ***-* ,2023-05-02 17:49:17
3000000,300000004920180016,2018-10-17,,취소/말소/만료/정지/중지,2023-06-14,,,,0,,03113,Dog star,I,000,2026-05-05 22:33:04,"서울특별시 종로구 지봉로 **-*, *층 (숭인동)",,말소,0004,04,027424806,201335.490343284    ,452532.491900794    ,서울특별시 종로구 숭인동 **-** ,2023-11-01 14:42:46
3010000,301000004920200001,2020-01-14,,취소/말소/만료/정지/중지,2024-01-31,,,,0,,04558,스타독,I,000,2026-05-10 22:33:22,서울특별시 중구 퇴계로 *** (충무로*가),,말소,0004,04,0222662805,199655.746062675    ,451086.874410496    ,서울특별시 중구 충무로*가 **-* ,2024-02-01 09:03:55
3010000,301000004920180006,2018-09-12,,폐업,2025-12-18,,,,0,,04589,COZY,I,000,2026-05-10 22:33:19,"서울특별시 중구 청구로 **, *층 (신당동)",,폐업,0002,03,0222536686,201252.508004421    ,450817.329698139    ,서울특별시 중구 신당동 ***-** ,2025-12-18 18:08:38
3010000,301000004920190010,2019-07-29,,폐업,2024-06-26,,,,0,,04590,웰펫동물병원,I,000,2026-05-10 22:33:22,서울특별시 중구 동호로 *** (신당동),,폐업,0002,03,0222567582,200945.265627675    ,450226.825477041    ,서울특별시 중구 신당동 ***-** ,2024-06-26 16:27:59
3010000,301000004920230001,2023-02-20,,영업/정상,,,,,0,,04583,우댕댕 펫살롱,I,000,2026-05-10 22:33:23,"서울특별시 중구 퇴계로**길 **, *층 (신당동)",,정상,0000,01,,201666.683831058    ,451243.02808689     ,서울특별시 중구 신당동 ***-** ,2023-02-20 17:25:12
3010000,301000004920230002,2023-03-14,,영업/정상,,,,,0,,04595,힐스타운 동물병원,I,000,2026-05-10 22:33:25,"서울특별시 중구 다산로 **, 스포츠상가동 ***-*호 (신당동, 남산타운)",,정상,0000,01,0222377582,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 *** 남산타운 ,2023-03-14 18:28:29
3010000,301000004920250001,2025-04-07,,영업/정상,,,,,0,,04599,애니컴 그루밍 펫,U,000,2026-05-30 03:03:03,"서울특별시 중구 다산로 **-*, *층 (신당동)",,정상,0000,01,0222329702,200640.466334248    ,449978.493556843    ,서울특별시 중구 신당동 ***-*** ,2026-05-29 14:17:05
3010000,301000004920250002,2025-04-21,,영업/정상,,,,,0,,04586,숲냥숲냥,I,000,2026-05-10 22:33:28,"서울특별시 중구 청구로*길 **, 중앙빌딩 *층 (신당동)",,정상,0000,01,,201302.851934591    ,451115.096946194    ,서울특별시 중구 신당동 ***-** 중앙빌딩 ,2025-04-21 09:59:31
3010000,301000004920250003,2025-04-24,,영업/정상,,,,,0,,04500,김쌤애견,I,000,2026-05-10 22:33:29,"서울특별시 중구 만리재로 ***, ***동 ***호 (만리동*가, 서울역센트럴자이)",,정상,0000,01,023134445,196697.116895888    ,450217.095147509    ,서울특별시 중구 만리동*가 *** 서울역센트럴자이 ,2025-04-24 09:15:10
3010000,301000004920180002,2018-04-10,,영업/정상,,,,,0,,04558,대한동물병원,I,000,2026-05-10 22:33:19,"서울특별시 중구 퇴계로 ***, *층 (충무로*가)",,정상,0000,01,0222636134,199655.746062675    ,451086.874410496    ,서울특별시 중구 충무로*가 **-* ,2022-04-28 18:11:02
3010000,301000004920180004,2018-05-10,,영업/정상,,,,,0,,04572,마이뷰티독 이마트 청계점,I,L00,2026-05-10 22:33:19,"서울특별시 중구 청계천로 ***, 지하 *층 (황학동, 롯데캐슬베네치아)",,정상,0000,01,,201823.908977364    ,452076.818664092    ,서울특별시 중구 황학동 **** 롯데캐슬베네치아 지하*층 ,2023-03-29 17:02:11
3010000,301000004920180005,2018-05-17,,영업/정상,,,,,0,,04608,바우미우동물병원,I,000,2026-05-10 22:33:19,"서울특별시 중구 다산로 ***, 명덕빌딩 *층 (신당동)",,정상,0000,01,0222373366,201064.963697104    ,450779.720971036    ,서울특별시 중구 신당동 ***-* 명덕빌딩 ,2022-04-28 18:11:03
3010000,301000004920180007,2018-09-14,,영업/정상,,,,,0,,04575,바른동물병원,I,000,2026-05-10 22:33:19,"서울특별시 중구 퇴계로 ***, *층 ***호 (황학동, 황학 아크로타워)",,정상,0000,01,22327975,201866.039519433    ,451543.337800303    ,서울특별시 중구 황학동 **** 황학 아크로타워 ,2024-05-29 13:09:02
3010000,301000004920180008,2018-10-01,,영업/정상,,,,,0,,04500,백슬애견미용실,I,000,2026-05-10 22:33:20,"서울특별시 중구 만리재로 ***, 지하*층 ***-*호 (만리동*가, 서울역센트럴자이)",,정상,0000,01,,196697.116895888    ,450217.095147509    ,서울특별시 중구 만리동*가 *** 서울역센트럴자이 ,2025-12-22 08:31:08
3010000,301000004920180009,2018-10-01,,영업/정상,,,,,0,,04595,남산동물병원,I,000,2026-05-10 22:33:20,"서울특별시 중구 다산로 **, *상가동 ***호 (신당동, 남산타운)",,정상,0000,01,22568275,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 *** 남산타운 ,2022-04-28 18:11:03
3010000,301000004920180010,2018-10-01,,영업/정상,,,,,0,,04584,신당좋아요동물병원,I,000,2026-05-10 22:33:20,"서울특별시 중구 다산로**길 **, *층 (신당동)",,정상,0000,01,22336675,201618.834979518    ,450916.705246197    ,서울특별시 중구 신당동 **-** ,2022-05-31 17:36:17
3010000,301000004920180011,2018-10-11,,영업/정상,,,,,0,,04598,미래지동물의료센터,I,000,2026-05-10 22:33:20,"서울특별시 중구 다산로 ***, *층 (신당동)",,정상,0000,01,22337574,200783.119589726    ,450153.784342829    ,서울특별시 중구 신당동 ***-** ,2024-11-08 17:50:58
3010000,301000004920190002,2019-03-07,,영업/정상,,,,,0,,04584,애뚜애뚜,I,000,2026-05-10 22:33:21,"서울특별시 중구 다산로**길 **, *-*층 (신당동)",,정상,0000,01,0222337943,201556.450686404    ,450973.268089566    ,서울특별시 중구 신당동 **-** ,2022-04-28 18:11:03
3010000,301000004920190004,2019-04-15,,영업/정상,,,,,0,,04597,마이티그루밍 약수점,I,000,2026-05-10 22:33:21,"서울특별시 중구 다산로 **, 지하*층 B***호 (신당동, 남산정은스카이아파트)",,정상,0000,01,22329702,200618.474033157    ,449687.143213423    ,서울특별시 중구 신당동 ***-*** 남산정은스카이아파트 ,2025-03-27 09:28:35
3010000,301000004920190006,2019-05-03,,폐업,2026-03-26,,,,0,,04585,강아지 마법사 골드맘,I,000,2026-05-10 22:33:21,"서울특별시 중구 다산로**나길 **, 동심빌딩 ***호 (신당동)",,폐업,0002,03,,201470.91154056     ,451066.603311893    ,서울특별시 중구 신당동 ***-** ,2026-03-26 17:04:52
3010000,301000004920190008,2019-05-14,,영업/정상,,,,,0,,04585,메종동물병원,I,000,2026-05-10 22:33:22,"서울특별시 중구 다산로 ***, 하나빌딩 *층 (신당동)",,정상,0000,01,0220387555,201341.792321443    ,451246.571908878    ,서울특별시 중구 신당동 ***-* ,2022-09-23 17:45:22
3010000,301000004920220001,2022-12-13,,영업/정상,,,,,0,,04597,하이몽블리,I,000,2026-05-10 22:33:23,"서울특별시 중구 동호로*길 **, ***호 (신당동, 약수역 더시티)",,정상,0000,01,,200873.825289992    ,450103.32103304     ,서울특별시 중구 신당동 *** 약수역 더시티 ,2025-02-13 09:53:45
3010000,301000004920260001,2026-04-09,,영업/정상,,,,,0,,04585,강아지 미용실,I,000,2026-05-10 22:33:29,"서울특별시 중구 다산로**나길 *, *층 (신당동)",,정상,0000,01,,201558.762276006    ,451316.002333407    ,서울특별시 중구 신당동 ***-** ,2026-04-09 08:32:45
3020000,302000004920180006,2018-07-02,,취소/말소/만료/정지/중지,2024-08-01,,,,0,,04390,포지티브(Pawsitive),I,000,2026-05-09 22:33:23,"서울특별시 용산구 녹사평대로**길 **, 지상*층 (이태원동)",,말소,0004,04,027971171,199116.509327307    ,447844.763290919    ,서울특별시 용산구 이태원동 **-** 지상*층 ,2024-08-02 17:22:48
3020000,302000004920250002,2025-11-25,,영업/정상,,,,,0,,04315,호텔독스,I,L00,2026-05-09 22:33:27,"서울특별시 용산구 청파로 ***, ***~***호 (문배동, 이안용산프리미어)",,정상,0000,01,0218117161,197308.277067723    ,448484.960682783    ,서울특별시 용산구 문배동 *-* 이안용산프리미어 ,2025-11-25 09:30:54
3020000,302000004920200005,2020-04-10,,취소/말소/만료/정지/중지,2024-12-09,,,,0,,04401,트리밍807,I,000,2026-05-09 22:33:25,"서울특별시 용산구 한남대로 **, 지하*층 (한남동, 나인원 한남)",,말소,0004,04,,200231.538140657    ,448226.481350525    ,서울특별시 용산구 한남동 *** 나인원 한남 지하*층 ,2024-12-09 16:12:27
3020000,302000004920180007,2018-07-11,,폐업,2024-01-30,,,,0,,04415,보광동물병원,I,000,2026-05-09 22:33:23,"서울특별시 용산구 보광로 **-*, 지상*층 (보광동)",,폐업,0002,03,027909808,199997.342115458    ,447142.507109616    ,서울특별시 용산구 보광동 **-** *층 ,2024-02-16 15:40:24
3020000,302000004920180008,2018-07-16,,폐업,2025-10-02,,,,0,,04380,오렌지애견,I,000,2026-05-09 22:33:23,"서울특별시 용산구 이촌로 ***, 한진빌딩 (한강로*가)",,폐업,0002,03,027966823,196334.724063159    ,446872.660810651    ,서울특별시 용산구 한강로*가 **-** 한진빌딩 ,2025-10-13 10:10:42
3020000,302000004920180023,2018-09-14,,폐업,2020-11-23,,,,0,,04345,다독,I,000,2026-05-09 22:33:24,"서울특별시 용산구 녹사평대로**길 *, *층 (이태원동)",,폐업,0002,03,027499519,198791.952672996    ,448364.553023469    ,서울특별시 용산구 이태원동 *** *층 ,2022-04-28 18:11:00
3020000,302000004920180026,2018-09-14,,폐업,2022-05-20,,,,0,,04401,메이펫케어,I,000,2026-05-09 22:33:24,"서울특별시 용산구 대사관로 **, *층 (한남동)",,폐업,0002,03,027974410,200175.519852569    ,447940.562169519    ,서울특별시 용산구 한남동 ***-*** *층 ,2022-05-23 09:52:39
3020000,302000004920180032,2018-09-14,,폐업,2023-05-19,,,,0,,04359,민트동물병원,I,000,2026-05-09 22:33:24,"서울특별시 용산구 원효로 **, ***호 (산천동, 삼성테마트)",,폐업,0002,03,027072235,195547.140326252    ,447976.775939762    ,서울특별시 용산구 산천동 *** 삼성테마트 ***호,2023-05-19 17:48:26
3020000,302000004920180036,2018-09-14,,폐업,2024-03-09,,,,0,,04414,21세기동물병원,I,000,2026-05-09 22:33:24,"서울특별시 용산구 보광로 **, 용호빌딩 *층 (보광동)",,폐업,0002,03,027496750,199860.819809374    ,447348.10086997     ,서울특별시 용산구 보광동 ***-* 용호빌딩 *층 ,2024-04-17 15:28:32
3020000,302000004920180039,2018-09-17,,폐업,2024-06-19,,,,0,,04413,멍멍샾,I,000,2026-05-09 22:33:25,"서울특별시 용산구 장문로**길 **, *층 (보광동)",,폐업,0002,03,027950765,199970.606533845    ,447451.736547777    ,서울특별시 용산구 보광동 ***-*** *층 ,2024-06-19 13:35:01
3020000,302000004920180040,2018-09-21,,폐업,2024-09-30,,,,0,,04385,워너비동물병원 용산점,I,000,2026-05-09 22:33:25,"서울특별시 용산구 서빙고로 **, ***동 ***호 (한강로*가, 용산시티파크*단지)",,폐업,0002,03,027971275,197202.846269061    ,446986.411557186    ,서울특별시 용산구 한강로*가 **-*** 용산시티파크*단지 ***동 ***호,2024-12-03 14:46:41
3020000,302000004920180046,2018-10-11,,폐업,2022-12-28,,,,0,,04317,효창동물병원,I,000,2026-05-09 22:33:25,서울특별시 용산구 백범로 *** (효창동),,폐업,0002,03,027114527,196561.891893717    ,448563.455747747    ,서울특별시 용산구 효창동 **-** ,2022-12-29 09:45:42
3020000,302000004920180047,2018-10-26,,폐업,2022-02-17,,,,0,,04406,청화동물병원,I,000,2026-05-09 22:33:25,"서울특별시 용산구 보광로 **, 태광빌딩 *층 (이태원동)",,폐업,0002,03,027927602,199561.725326528    ,447651.513862738    ,서울특별시 용산구 이태원동 **-* 태광빌딩 ,2022-04-28 18:11:00
3020000,302000004920180049,2018-11-28,,폐업,2021-12-28,,,,0,,04426,프랑소와펫,I,000,2026-05-09 22:33:25,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,폐업,0002,03,027494700,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호,2022-04-28 18:11:00
3020000,302000004920190001,2019-03-13,,폐업,2020-12-01,,,,0,,04344,독특,I,000,2026-05-09 22:33:25,서울특별시 용산구 회나무로**가길 **-** (이태원동),,폐업,0002,03,,199236.418710775    ,448771.868913954    ,서울특별시 용산구 이태원동 ***-*** ,2022-04-28 18:11:00
3020000,302000004920200004,2020-02-05,,폐업,2021-11-23,,,,0,,04366,꼬리살랑,I,000,2026-05-09 22:33:25,"서울특별시 용산구 원효로 ***, *층 (원효로*가)",,폐업,0002,03,0216701612,196370.91788949     ,448005.891835529    ,서울특별시 용산구 원효로*가 **-* *층 ,2022-04-28 18:11:01
3020000,302000004920200006,2020-04-10,,폐업,2021-09-06,,,,0,,04417,(주)플래닛오브독스,I,L00,2026-05-09 22:33:25,"서울특별시 용산구 한남대로**길 **, 지하*층 (한남동)",,폐업,0002,03,027959644,200227.605775761    ,448888.288681311    ,서울특별시 용산구 한남동 ***-*** 지하*층 ,2022-04-28 18:11:01
3020000,302000004920210008,2021-05-04,,폐업,2024-12-03,,,,0,,04345,올리스용산점,I,000,2026-05-09 22:33:26,"서울특별시 용산구 녹사평대로 ***-*, *층 (이태원동)",,폐업,0002,03,07041931000,198781.156108801    ,448403.550394735    ,서울특별시 용산구 이태원동 *** ,2024-12-03 14:47:10
3020000,302000004920220006,2022-08-10,,폐업,2023-12-28,,,,0,,04366,루피네,I,000,2026-05-09 22:33:26,"서울특별시 용산구 새창로 ***-*, 성취빌딩 *층 ***호 (원효로*가)",,폐업,0002,03,,196553.602952031    ,448051.04702993     ,서울특별시 용산구 원효로*가 **-* 성취빌딩 ***호,2023-12-28 16:11:48
3020000,302000004920230003,2023-07-21,,폐업,2024-12-02,,,,0,,04345,퍼스업 애견미용,I,000,2026-05-09 22:33:26,"서울특별시 용산구 회나무로**길 **, 지하 *층 (이태원동)",,폐업,0002,03,,199136.135911592    ,448569.072922266    ,서울특별시 용산구 이태원동 ***-*** ,2024-12-03 10:23:42
3020000,302000004920180001,2018-05-01,,영업/정상,,,,,0,,04394,목욕하는 고양이,I,000,2026-05-09 22:33:23,"서울특별시 용산구 장문로 **, 지상*층 (보광동)",,정상,0000,01,027964648,199705.84188025     ,447093.567638279    ,서울특별시 용산구 보광동 ***-* 지상*층 ,2022-04-28 18:10:59
3020000,302000004920180002,2018-05-01,,영업/정상,,,,,0,,04387,다줄,I,000,2026-05-09 22:33:23,"서울특별시 용산구 서빙고로 **, 용산센트럴파크 해링턴스퀘어 *층 **호 (한강로*가)",,정상,0000,01,027980077,197056.728931087    ,447077.126289262    ,서울특별시 용산구 한강로*가 **-** 용산센트럴파크 해링턴스퀘어 *층 **호,2022-04-28 18:10:59
3020000,302000004920180003,2018-05-18,,영업/정상,,,,,0,,04419,더힐동물의료센터,I,000,2026-05-09 22:33:23,"서울특별시 용산구 독서당로 **-*, 아이리스프라자 지상*층 (한남동)",,정상,0000,01,027928275,200779.182          ,448049.195666666    ,서울특별시 용산구 한남동 **-* 아이리스프라자 *층 ,2022-04-28 18:10:59
3020000,302000004920180009,2018-08-22,,영업/정상,,,,,0,,04318,펫동물병원,I,000,2026-05-09 22:33:23,서울특별시 용산구 백범로 *** (효창동),,정상,0000,01,0232750079,196490.844311727    ,448594.448927151    ,서울특별시 용산구 효창동 **-* ,2022-04-28 18:10:59
3020000,302000004920180010,2018-09-05,,영업/정상,,,,,0,,04345,이태원동물병원,I,L00,2026-05-09 22:33:23,"서울특별시 용산구 녹사평대로 ***, *층 (이태원동)",,정상,0000,01,027976677,198802.476070336    ,448239.820740686    ,서울특별시 용산구 이태원동 *** *층 ,2023-07-20 15:17:56
3020000,302000004920180012,2018-09-06,,영업/정상,,,,,0,,04426,(주)이상윤동물병원,I,L00,2026-05-09 22:33:23,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,정상,0000,01,027925455,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호,2022-04-28 18:11:00
3020000,302000004920180014,2018-09-06,,영업/정상,,,,,0,,04426,베이동물병원,I,000,2026-05-09 22:33:24,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,정상,0000,01,027497588,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호,2022-04-28 18:11:00
3020000,302000004920180016,2018-09-06,,영업/정상,,,,,0,,04427,24시 시유동물메디컬센터,I,000,2026-05-09 22:33:24,서울특별시 용산구 이촌로**길 ** (이촌동),,정상,0000,01,027930075,197270.042278677    ,446419.923247168    ,서울특별시 용산구 이촌동 ***-** ,2022-04-28 18:11:00
3020000,302000004920180018,2018-09-06,,영업/정상,,,,,0,,04403,펫토이동믈병원,I,000,2026-05-09 22:33:24,서울특별시 용산구 대사관로 ** (한남동),,정상,0000,01,027952184,200079.108817319    ,447917.947059496    ,서울특별시 용산구 한남동 ***-** ,2022-04-28 18:11:00
3020000,302000004920180020,2018-09-06,,영업/정상,,,,,0,,04425,금강동물병원,I,000,2026-05-09 22:33:24,"서울특별시 용산구 이촌로 ***, 렉스상가 *-*,*-*호 (이촌동)",,정상,0000,01,027987512,198165.767858385    ,446185.244544796    ,"서울특별시 용산구 이촌동 ***-*** 렉스상가 *-*,*-* ",2022-04-28 18:11:00
3020000,302000004920180021,2018-09-06,,영업/정상,,,,,0,,04315,좋아서하는동물병원,I,000,2026-05-09 22:33:24,"서울특별시 용산구 백범로 ***, B동 ***,***호 (원효로*가, 리첸시아 용산)",,정상,0000,01,027030075,197045.849468346    ,448447.558967085    ,"서울특별시 용산구 원효로*가 ***-* 리첸시아 용산 B동 ***,***호 ",2022-04-28 18:11:00
3020000,302000004920180022,2018-09-06,,영업/정상,,,,,0,,04315,엉클장동물병원,I,000,2026-05-09 22:33:24,"서울특별시 용산구 백범로 ***, A동 ***호 (원효로*가, 리첸시아 용산)",,정상,0000,01,027130053,197045.849468346    ,448447.558967085    ,서울특별시 용산구 원효로*가 ***-* 리첸시아 용산 A동 ***호,2022-04-28 18:11:00
3020000,302000004920180028,2018-09-14,,영업/정상,,,,,0,,04325,남산동물병원,I,000,2026-05-09 22:33:24,서울특별시 용산구 후암로 ** (후암동),,정상,0000,01,027787582,197907.242547187    ,449803.89961095     ,서울특별시 용산구 후암동 **-* ,2022-04-28 18:11:00
3020000,302000004920180030,2018-09-14,,폐업,2026-05-28,,,,0,,04344,라온동물병원,U,000,2026-05-29 03:03:03,서울특별시 용산구 회나무로**길 * (이태원동),,폐업,0002,03,027927585,199007.769113841    ,448599.20104052     ,서울특별시 용산구 이태원동 ***-** ,2026-05-28 17:20:28
3020000,302000004920180034,2018-09-14,,영업/정상,,,,,0,,04418,달래동물의료센터,I,000,2026-05-09 22:33:24,"서울특별시 용산구 한남대로 **, 한남프라자 *층 (한남동)",,정상,0000,01,027941255,200506.187313451    ,448146.173245501    ,서울특별시 용산구 한남동 ***-** 한남프라자 *층 ,2024-09-28 17:03:36
3020000,302000004920180037,2018-09-14,,폐업,2026-03-31,,,,0,,04360,차오름동물병원,I,000,2026-05-09 22:33:24,서울특별시 용산구 효창원로 ** (산천동),,폐업,0002,03,027067975,195610.363553274    ,448004.722288371    ,서울특별시 용산구 산천동 **-* ,2026-04-03 16:16:36
