개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3000000,300000001020130003,2001-06-04,,휴업,,,,,0,,03042,효자동물병원,I,000,2025-12-15 16:15:28,서울특별시 종로구 자하문로 66-2 (효자동),휴업,0001,02,,197364.614476836    ,453303.293915738    ,서울특별시 종로구 효자동 31 ,2014-12-31 09:44:30
3000000,300000001020130004,2001-06-04,,취소/말소/만료/정지/중지,,,,,0,,03042,효자동물병원,I,000,2025-12-15 16:15:28,서울특별시 종로구 자하문로 66-2 (효자동),말소,0004,04,,197364.614476836    ,453303.293915738    ,서울특별시 종로구 효자동 31 ,2014-12-31 09:44:57
3000000,300000001019990001,1999-04-23,,영업/정상,,,,,0,,03009,월드펫동물병원,I,000,2025-12-15 16:15:28,"서울특별시 종로구 평창문화로 75, 글로리아타운 111호 (평창동)",정상,0000,01,,197212.364862058    ,456055.205802855    ,서울특별시 종로구 평창동 158-1 글로리아타운 ,2023-03-17 15:58:31
3010000,301000001019750001,1975-09-30,,폐업,2004-01-17,,,,0,,,문화동물병원,I,000,2025-12-15 16:15:28,서울특별시 중구 다산로 145-1 (신당동),폐업,0002,03,22386306,200951.442477229    ,450512.123299752    ,서울특별시 중구 신당동 370-58 ,2004-01-17 13:45:12
3010000,301000001020230001,2023-02-22,,영업/정상,,,,,118.8,,04595,힐스타운 동물병원,I,000,2026-03-14 22:32:12,"서울특별시 중구 다산로 32, 스포츠상가동 106-2호 (신당동, 남산타운)",정상,0000,01,0222377582,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 844 남산타운 ,2026-03-13 17:37:19
3010000,301000001020000001,2000-05-26,,폐업,2004-05-20,,,,0,,,푸른약수동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,22347582,,,서울특별시 중구 신당동 36-93 ,2004-05-20 09:08:28
3010000,301000001020000003,2002-08-30,,폐업,2009-08-03,,,,0,,,청구동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,22319388,201237.771149599    ,450865.521834035    ,서울특별시 중구 신당동 294-63 ,2009-08-03 16:54:51
3010000,301000001020030001,2003-01-17,,폐업,2004-07-26,,,,1003.67,,,제일동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,서울특별시 중구 충무로4가 95-1 일우빌딩 202호 ,2021-12-13 10:42:55
3010000,301000001020030002,2003-09-05,,폐업,2006-03-15,,,,1394.05,,,Zoo동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,0222667156,,,서울특별시 중구 필동2가 37-10   구인빌딩 1층 ,2006-03-15 13:23:26
3010000,301000001020040001,2004-01-26,,폐업,2005-04-15,,,,77.37,,,충정동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 중림로 10 (중림동,삼성사이버빌리지 상가 2동 1층 103-1호)",폐업,0002,03,,196864.942838297    ,450649.69804319     ,서울특별시 중구 중림동 200 삼성사이버빌리지 상가 2동 1층 103-1호 ,2005-04-15 15:34:23
3010000,301000001020040002,2004-05-14,,폐업,2020-06-01,,,,517.93,,04607,차지우동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 동호로 204, 청화빌딩 1층 (신당동)",폐업,0002,03,22377533,200809.914617529    ,450438.308878994    ,서울특별시 중구 신당동 422-1 청화빌딩 ,2020-06-01 11:09:26
3010000,301000001020050001,2005-03-03,,폐업,2006-04-03,,,,210,,,행복한둥지동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,22351533,,,서울특별시 중구 신당동 422-1    청화빌딩 지하1층 ,2006-04-03 17:50:02
3010000,301000001020110001,2011-03-30,,폐업,2024-06-26,,,,46.2,,04590,웰펫동물병원,I,000,2025-12-15 16:15:28,서울특별시 중구 동호로 178 (신당동),폐업,0002,03,22567582,200945.265627675    ,450226.825477041    ,서울특별시 중구 신당동 373-64 ,2024-06-26 16:33:21
3010000,301000001020130001,2013-09-25,,폐업,2019-06-30,,,,0,,04572,웰니스 클리닉(청계천점),I,000,2025-12-15 16:15:28,"서울특별시 중구 청계천로 400, 지하2층 (황학동, 롯데캐슬베네치아)",폐업,0002,03,07088687585,201823.908977364    ,452076.818664092    ,서울특별시 중구 황학동 2545 롯데캐슬베네치아 ,2019-06-20 13:54:09
3010000,301000001020150001,2015-02-04,,폐업,2020-01-14,,,,117.26,,04595,그녀의 동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 다산로 32, 스포츠센터동 106-2호 (신당동, 남산타운)",폐업,0002,03,0222377582,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 844 남산타운 ,2020-01-14 14:05:40
3010000,301000001020160001,2016-01-04,,폐업,2018-09-04,,,,14.96,,04598,올댓동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 동호로11길 32, 1층 (신당동)",폐업,0002,03,027426021,200738.834781589    ,450184.310751221    ,서울특별시 중구 신당동 432-90 ,2018-09-05 11:37:26
3010000,301000001020190002,2019-03-27,,폐업,2020-01-20,,,,223.6,,04589,한국양봉농협 동물병원,I,L00,2025-12-15 16:15:28,"서울특별시 중구 다산로 178, 한국양봉농협 본점 5층 (신당동)",폐업,0002,03,0222102539,201116.224334562    ,450780.455992585    ,서울특별시 중구 신당동 309-50 한국양봉농협 본점 ,2020-01-20 11:34:15
3010000,301000001019900001,1990-09-25,,영업/정상,,,,,0,,04624,윤신근박사동물병원,I,000,2025-12-15 16:15:28,서울특별시 중구 퇴계로 226 (필동2가),정상,0000,01,22748558,199652.596554208    ,451038.891443622    ,서울특별시 중구 필동2가 53 ,2022-07-05 16:43:28
3010000,301000001019920001,1992-02-12,,영업/정상,,,,,306,,04608,바우미우동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 다산로 175, 명덕빌딩 (신당동)",정상,0000,01,22373366,201064.963697104    ,450779.720971036    ,서울특별시 중구 신당동 336-3 명덕빌딩 ,2024-09-04 08:56:41
3010000,301000001019950001,1995-05-12,,영업/정상,,,,,0,,04619,황동물병원,I,000,2025-12-15 16:15:28,서울특별시 중구 퇴계로 254-1 (묵정동),정상,0000,01,22780075,199930.85829926     ,451121.344849729    ,서울특별시 중구 묵정동 32-1 ,2022-07-05 16:42:41
3010000,301000001019950002,1995-08-02,,영업/정상,,,,,0,,04558,대한동물병원,I,000,2025-12-15 16:15:28,서울특별시 중구 퇴계로 227 (충무로4가),정상,0000,01,22636134,199655.746062675    ,451086.874410496    ,서울특별시 중구 충무로4가 93-1 ,2022-07-05 16:47:54
3010000,301000001020000002,2002-08-10,,영업/정상,,,,,0,,04595,남산동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 다산로 32, 5상가동 217호 (신당동, 남산타운)",정상,0000,01,22568275,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 844 남산타운 ,2022-07-05 16:48:46
3010000,301000001020010001,2001-12-26,,영업/정상,,,,,242.41,,04598,미래지동물의료센터,I,000,2025-12-15 16:15:28,"서울특별시 중구 다산로 107, 2층 (신당동)",정상,0000,01,22337574,200783.119589726    ,450153.784342829    ,서울특별시 중구 신당동 368-19 ,2024-11-08 17:50:09
3010000,301000001020110002,2011-06-30,,영업/정상,,,,,0,,04500,백슬동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 만리재로 175, 지하1층 401-1호 (만리동2가, 서울역센트럴자이)",정상,0000,01,023937588,196697.116895888    ,450217.095147509    ,서울특별시 중구 만리동2가 273 서울역센트럴자이 ,2023-07-19 15:33:51
3010000,301000001020140001,2014-06-20,,영업/정상,,,,,44.77,,04584,신당 좋아요 동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 다산로36길 83, 1층 (신당동)",정상,0000,01,0222336675,201618.834979518    ,450916.705246197    ,서울특별시 중구 신당동 44-17 ,2022-05-31 12:54:17
3010000,301000001020160002,2016-02-11,,영업/정상,,,,,67.91,,04575,바른동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 퇴계로 447, 1층 131호 (황학동, 황학 아크로타워)",정상,0000,01,0222327975,201866.039519433    ,451543.337800303    ,서울특별시 중구 황학동 2523 황학 아크로타워 ,2020-07-16 16:35:08
3010000,301000001020190003,2019-04-01,,영업/정상,,,,,144,,04599,애니컴 메디컬센터,U,000,2026-04-24 03:03:03,"서울특별시 중구 다산로 83-1, 3층 (신당동)",정상,0000,01,0222329702,200640.466334248    ,449978.493556843    ,서울특별시 중구 신당동 353-130 ,2026-04-23 13:32:27
3010000,301000001020190004,2019-05-13,,영업/정상,,,,,91,,04585,메종동물병원,I,000,2025-12-15 16:15:28,"서울특별시 중구 다산로 230, 하나빌딩 1층 (신당동)",정상,0000,01,0220387555,201341.792321443    ,451246.571908878    ,서울특별시 중구 신당동 102-6 ,2019-05-13 09:02:06
3010000,301000001020190005,2019-06-20,,영업/정상,,,,,52.89,,04572,웰니스클리닉(청계천점),I,000,2025-12-15 16:15:28,"서울특별시 중구 청계천로 400, 지하 1층 (황학동, 롯데캐슬베네치아)",정상,0000,01,0222347585,201823.908977364    ,452076.818664092    ,서울특별시 중구 황학동 2545 롯데캐슬베네치아 ,2022-12-29 18:12:26
3010000,301000001020190006,2019-08-01,,영업/정상,,,,,0,,04561,헬릭스동물심장수술센터,I,000,2025-12-15 16:15:28,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 2층 (을지로5가)",정상,0000,01,0269657502,200225.983119633    ,451511.262755282    ,서울특별시 중구 을지로5가 133-1 뉴천지관광호텔 ,2023-06-19 18:21:07
3010000,301000001020190007,2019-08-01,,영업/정상,,,,,0,,04561,헬릭스동물암센터,I,000,2025-12-15 16:15:28,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 1층 (을지로5가)",정상,0000,01,0269567502,200225.983119633    ,451511.262755282    ,서울특별시 중구 을지로5가 133-1 뉴천지관광호텔 ,2023-06-19 17:15:18
3010000,301000001020190008,2019-08-01,,영업/정상,,,,,0,,04561,서울동물영상종양센터,U,000,2026-05-19 03:03:03,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 1층 (을지로5가)",정상,0000,01,0269567502,200225.983119633    ,451511.262755282    ,서울특별시 중구 을지로5가 133-1 뉴천지관광호텔 ,2026-05-18 20:21:07
3010000,301000001020200001,2020-06-25,,영업/정상,,,,,0,,04574,웰튼동물의료센터,I,000,2026-01-28 22:32:00,"서울특별시 중구 난계로 197, 1,2,4층 (황학동)",정상,0000,01,0222532233,201985.829607973    ,451869.587314453    ,서울특별시 중구 황학동 1596 ,2026-01-27 09:17:44
3010000,301000001020210001,2021-11-17,,영업/정상,,,,,0,,04580,"에스디(SD)동물영상센터,서울",I,000,2025-12-15 16:15:28,"서울특별시 중구 왕십리로 407, B1-1호 (신당동, 신당 파인힐 하나유보라)",정상,0000,01,,202131.747052459    ,451330.482879118    ,서울특별시 중구 신당동 855 신당 파인힐 하나유보라 ,2024-06-12 15:11:02
3010000,301000001020210002,2021-11-17,,영업/정상,,,,,0,,04580,"에스디(SD)동물의료센터,서울",U,000,2026-06-05 03:03:03,"서울특별시 중구 왕십리로 407, 신당 파인힐 하나유보라 B1층 03,04,05호 (신당동, 신당 파인힐 하나유보라)",정상,0000,01,0220390303,202131.747052459    ,451330.482879118    ,서울특별시 중구 신당동 855 신당 파인힐 하나유보라 ,2026-06-04 10:12:43
3010000,301000001019980001,1998-12-07,,폐업,2008-01-03,,,,0,,,동국동물병원,I,000,2025-12-15 16:15:28,서울특별시 중구 퇴계로 238 (충무로5가),폐업,0002,03,22638388,199768.512299332    ,451071.022960139    ,서울특별시 중구 충무로5가 76-2 ,2008-01-03 13:11:04
3020000,302000001020160001,2016-10-21,,영업/정상,,,,,48,,04385,바다동물병원(Bada Animal Hospital),I,000,2025-12-15 16:15:28,"서울특별시 용산구 서빙고로 67, 지하1층 비21호 (용산동5가, 파크타워)",정상,0000,01,027922561,197338.915067396    ,446893.484429691    ,서울특별시 용산구 용산동5가 24 파크타워 지하1층 비21호,2019-03-06 14:11:15
3020000,302000001020160002,2016-12-15,,영업/정상,,,,,248.47,,04427,24시 시유동물메디컬센터,I,000,2025-12-15 16:15:28,"서울특별시 용산구 이촌로64길 24, 지상1층 101호 (이촌동)",정상,0000,01,027930075,197270.042278677    ,446419.923247168    ,서울특별시 용산구 이촌동 302-88 지상1층 101호 ,2025-07-23 14:35:36
3020000,302000001020170001,2017-03-08,,영업/정상,,,,,40.51,,04426,베이동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 이촌로 248, 11동 102호 (이촌동, 한강맨션)",정상,0000,01,027497588,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 300-23 한강맨션 11동 102호,2019-03-06 14:12:33
3020000,302000001020170002,2017-09-26,,영업/정상,,,,,224.4,,04419,더힐동물의료센터,I,000,2025-12-15 16:15:28,"서울특별시 용산구 독서당로 81-1, 아이리스프라자 지상3층 (한남동)",정상,0000,01,027928275,200779.182          ,448049.195666666    ,서울특별시 용산구 한남동 29-6 아이리스프라자 지상3층 ,2023-12-05 09:04:02
3020000,302000001020190001,2019-04-19,,영업/정상,,,,,121.38,,04309,원스동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 청파로47길 16, 지상1층 (청파동2가)",정상,0000,01,027198275,197234.131475852    ,449191.560826572    ,서울특별시 용산구 청파동2가 90-20 지상1층 ,2025-07-29 14:56:16
3020000,302000001020230001,2023-02-01,,영업/정상,,,,,39.37,,04426,이상윤동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 이촌로 248, 31동 105-2호 (이촌동, 한강맨션)",정상,0000,01,027925455,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 300-23 한강맨션 ,2024-02-16 11:04:45
3020000,302000001020230002,2023-03-16,,영업/정상,,,,,102.53,,04387,에스동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 서빙고로 17, 헤링턴스퀘어 센트럴파크 몰동 1146, 1147호 (한강로3가)",정상,0000,01,,197056.728931087    ,447077.126289262    ,서울특별시 용산구 한강로3가 98 ,2023-03-16 18:43:31
3020000,302000001020240001,2024-02-26,,영업/정상,,,,,0,,04378,위런한방재활동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 한강대로 95, 225호 (한강로2가, 래미안용산 더 센트럴)",정상,0000,01,0221383877,197011.737528847    ,447430.100250997    ,서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴 225호,2024-09-12 14:29:05
3020000,302000001020250001,2025-03-12,,영업/정상,,,,,,,04410,한남심장내과동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 독서당로 46, 111호 (한남동, 한남아이파크)",정상,0000,01,0260854777,200571.725921493    ,447793.924058853    ,서울특별시 용산구 한남동 828 한남아이파크 ,2025-03-20 10:38:18
3020000,302000001020250002,2025-07-07,,영업/정상,,,,,140.92,,04368,용산마음동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 백범로 340, 2층 (원효로2가)",정상,0000,01,027117580,196979.093087733    ,448380.524209959    ,서울특별시 용산구 원효로2가 1-36 ,2025-07-31 10:02:44
3020000,302000001020260001,2026-05-20,,영업/정상,,,,,0,,04378,더베이스 동물피부과병원,I,000,2026-05-21 22:32:00,"서울특별시 용산구 한강대로 95, B동 지하2층 263호 (한강로2가, 래미안용산 더 센트럴)",정상,0000,01,0269540175,197011.737528847    ,447430.100250997    ,서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴 ,2026-05-20 18:07:30
3020000,302000001020040002,2004-10-07,,폐업,2011-04-28,,,,0,,,펫프렌즈동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,20121256,196762.077394917    ,447480.039577359    ,"서울특별시 용산구 한강로3가 40-999 (지하2층, 이마트내) ",2011-04-28 13:23:29
3020000,302000001020040003,2004-11-12,,폐업,2005-02-21,,,,512,,,칼라'S종합동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,서울특별시 용산구 이촌동 301162 현대상가 라 동 ,2005-02-21 11:45:25
3020000,302000001020050001,2005-02-22,,폐업,2005-05-13,,,,32.04,,,칼리'S 동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,서울특별시 용산구 이촌동 301-162  현대상가 라동 ,2005-05-13 16:05:48
3020000,302000001020050002,2005-02-28,,폐업,2005-10-13,,,,12.5,,,펫토이 동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,서울특별시 용산구 한남동 653-26   ,2005-10-13 15:46:38
3020000,302000001020050003,2005-05-13,,폐업,2006-08-23,,,,32.02,,,칼리스 동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,027902344,,,서울특별시 용산구 이촌동 301-162  현대상가 라-102 ,2006-08-23 18:08:25
3020000,302000001020050006,2005-12-06,,폐업,2011-08-17,,,,64.68,,,차오름동물병원,I,000,2025-12-15 16:15:28,서울특별시 용산구 효창원로 14 (산천동),폐업,0002,03,,195610.363553274    ,448004.722288371    ,서울특별시 용산구 산천동 93-1 ,2011-08-17 16:27:59
3020000,302000001020050007,2005-12-30,,폐업,2011-03-14,,,,48.36,,,이상윤동물병원,I,000,2025-12-15 16:15:28,서울특별시 용산구 이촌로 248 (이촌동),폐업,0002,03,027925455,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 300-23 ,2011-03-14 15:31:57
3020000,302000001020060001,2006-01-13,,폐업,2015-05-15,,,,49.42,,04426,이촌종합동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 이촌로 248, 21동106-1호 (이촌동, 한강맨션)",폐업,0002,03,,197622.545093474    ,446384.74301469     ,서울특별시 용산구 이촌동 300-26 한강맨션 21동106-1호 ,2015-05-18 11:42:04
3020000,302000001020060002,2006-08-24,,폐업,2007-01-26,,,,32.04,,,칼리스동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,,198375.194937662    ,446272.36306167     ,서울특별시 용산구 이촌동 301-162 현대상가 라동 102호,2007-01-26 10:29:32
3020000,302000001020070001,2007-01-11,,폐업,2010-07-21,,,,13.75,,,갤러리동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 회나무로 43 (이태원동,불럭)",폐업,0002,03,,199165.360853386    ,448621.237751287    ,서울특별시 용산구 이태원동 226-7 불럭 ,2010-07-21 17:28:08
3020000,302000001020070002,2007-11-29,,폐업,2008-05-27,,,,26,,,후암동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,37890075,198327.811225097    ,449367.071265042    ,서울특별시 용산구 후암동 415-37 블럭 ,2008-05-27 09:39:33
3020000,302000001020080001,2008-02-05,,폐업,2009-01-02,,,,84,,,쿨펫동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,0220123875,196762.077394917    ,447480.039577359    ,서울특별시 용산구 한강로3가 40-999 용산아이파크몰 4층 ,2009-01-02 17:01:41
3020000,302000001020090001,2009-01-08,,폐업,2010-12-06,,,,84.02,,,쿨펫동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,20123875,196762.077394917    ,447480.039577359    ,서울특별시 용산구 한강로3가 40-999 아이파크몰 문화과4층 ,2010-12-06 12:45:45
3020000,302000001020100002,2010-12-09,,폐업,2011-09-30,,,,84.04,,,쿨펫동물병원,I,000,2025-12-15 16:15:28,,폐업,0002,03,20123875,196762.077394917    ,447480.039577359    ,서울특별시 용산구 한강로3가 40-999 아이파크몰 문화관 4층 ,2011-09-30 10:15:40
3020000,302000001020110003,2011-03-15,,폐업,2024-01-19,,,,119.42,,04426,(주)이상윤동물병원,I,L00,2025-12-15 16:15:28,"서울특별시 용산구 이촌로 248, 105호 (이촌동, 한강맨션)",폐업,0002,03,,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 300-23 한강맨션상가 105호,2024-01-24 15:55:46
3020000,302000001020110006,2011-09-30,,폐업,2017-10-11,,,,245.54,,04377,러브펫동물병원,I,000,2025-12-15 16:15:28,"서울특별시 용산구 한강대로23길 55, 5층 (한강로3가, 아이파크몰 패션관)",폐업,0002,03,20123875,196762.077394917    ,447480.039577359    ,서울특별시 용산구 한강로3가 40-999 2통5반 아이파크몰 패션관 ,2017-10-12 10:59:36
3020000,302000001020120002,2012-01-18,,폐업,2024-01-30,,,,0,,04415,보광동물병원,I,000,2025-12-15 16:15:28,서울특별시 용산구 보광로 22-1 (보광동),폐업,0002,03,,199997.342115458    ,447142.507109616    ,서울특별시 용산구 보광동 80-11 ,2024-02-06 17:33:52
3020000,302000001020120004,2012-05-14,,폐업,2015-01-06,,,,,,04377,펫프렌즈동물병원용산점,I,000,2025-12-15 16:15:28,"서울특별시 용산구 한강대로23길 55, 지하2층 (한강로3가)",폐업,0002,03,20121256,196762.077394917    ,447480.039577359    ,서울특별시 용산구 한강로3가 40-999 지하2층 ,2015-01-06 17:07:49
