개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3030000,303000001220160001,2016-07-19,,폐업,2021-04-22,,,2021-04-22,0,,04799,주식회사 에스피씨텍,I,L00,2026-05-07 22:36:21,"서울특별시 성동구 광나루로8길 10, 802호 (성수동2가, 에이스성수타워1)",폐업,0002,03,0226776931,205557.941680639    ,449473.46380541     ,서울특별시 성동구 성수동2가 280-15 802호,2021-04-23 17:28:28
3030000,303000001220180001,2018-10-08,,폐업,2019-11-18,,,2019-11-18,0,,04808,(주)카카오팜,I,L00,2026-05-07 22:36:21,"서울특별시 성동구 자동차시장1길 18, 화성개발장한평 4층 406호 (용답동)",폐업,0002,03,0264029690,205204.624667769    ,450982.009547642    ,서울특별시 성동구 용답동 227-1 화성개발장한평 406호,2019-11-18 17:07:28
3030000,303000001220230001,2023-08-08,,영업/정상,,,,,1242.82,,04808,로아팜,I,000,2026-05-07 22:36:21,"서울특별시 성동구 천호대로 448, 대신빌딩 302호 (용답동)",정상,0000,01,,205996.36323681     ,450904.337067925    ,서울특별시 성동구 용답동 236-2 대신빌딩 ,2023-08-08 17:50:21
3030000,303000001220210001,2021-04-20,,폐업,2021-12-21,,,2021-12-21,0,,04796,브이피엘 주식회사,I,L00,2026-05-07 22:36:21,"서울특별시 성동구 광나루로 294, 성동세무타워 지하 1층 (성수동2가)",폐업,0002,03,,205436.410713525    ,449518.331562425    ,서울특별시 성동구 성수동2가 280-44 성동세무타워 ,2021-12-21 17:24:40
3030000,303000001219900001,1990-10-19,,폐업,2005-02-28,,,,0,,,(주)장백베트켐,I,L00,2026-05-07 22:36:21,,폐업,0002,03,,205276.138849379    ,449275.175886616    ,서울특별시 성동구 성수동2가 278-47 ,2005-02-28 11:06:24
3040000,304000001220210001,2021-09-06,,영업/정상,,,,,0,,05020,태산약품,I,000,2026-05-09 22:53:55,"서울특별시 광진구 아차산로 191, 동신빌딩 지하 1층 (화양동)",정상,0000,01,024697300,205687.675941036    ,448867.440516076    ,서울특별시 광진구 화양동 49-9 동신빌딩 ,2021-09-06 09:59:33
3040000,304000001220190001,2019-12-26,,영업/정상,,,,,212.69,,05064,(주)엠에스팜,I,L00,2026-05-09 22:53:55,"서울특별시 광진구 자양번영로 42, 공주빌딩 (자양동)",정상,0000,01,,206645.876190049    ,447900.666026431    ,서울특별시 광진구 자양동 610-9 공주빌딩 ,2019-12-26 13:54:11
3040000,304000001220160001,2016-01-11,,영업/정상,,,,,792.97,,05029,주식회사 카브,I,L00,2026-05-09 22:53:55,"서울특별시 광진구 능동로 120, 미래에너지관동 203,204호 (화양동, 건국대학교)",정상,0000,01,0264610085,206445.881091692    ,448922.881688102    ,서울특별시 광진구 화양동 1 ,2018-02-27 11:30:21
3040000,304000001220130001,2013-07-23,,폐업,2014-05-12,,,,,,04976,보덕메디팜(주),I,L00,2026-05-09 22:53:55,서울특별시 광진구 자양로38길 10 (구의동),폐업,0002,03,,207739.376497609    ,449439.672809715    ,서울특별시 광진구 구의동 69-34 ,2014-05-13 09:23:27
3040000,304000001220030001,2003-04-26,,폐업,2003-05-27,,,,0,,,노그스,I,000,2026-05-09 22:53:55,,폐업,0002,03,,,,서울특별시 광진구 광장동 287-14   ,2003-05-27 11:27:38
3040000,304000001219990001,1999-05-03,,폐업,2001-11-16,,,,31.92,,05116,한국바이오뮨,I,000,2026-05-09 22:53:55,서울특별시 광진구 강변역로4길 68 (구의동),폐업,0002,03,,208124.549163942    ,447812.924832297    ,서울특별시 광진구 구의동 547-8 리젠트오피스텔 514호 ,2011-10-30 13:29:58
3040000,304000001219920001,1992-05-01,,폐업,2008-08-19,,,,108,,,한국화이자동물약품(주),I,F00,2026-05-09 22:53:55,,폐업,0002,03,34369183,209405.013333756    ,449625.418935534    ,서울특별시 광진구 광장동 344 인성빌딩 5층 ,2008-08-19 09:14:00
3050000,305000001220250001,2025-12-19,,영업/정상,,,,,,,02628,(주)두리약품,I,L00,2026-05-07 22:41:12,"서울특별시 동대문구 장한로17길 13-2, 2층 204호 (장안동)",정상,0000,01,,205895.263311861    ,451700.620569786    ,서울특별시 동대문구 장안동 378-2 ,2025-12-19 14:34:53
3050000,305000001220100001,2010-02-23,,폐업,2018-11-07,,,,67.16,,02589,(주)팜스홀,I,000,2026-05-07 22:41:11,서울특별시 동대문구 천호대로16길 36 (용두동),폐업,0002,03,,202704.736991914    ,452220.302937576    ,서울특별시 동대문구 용두동 129-167 ,2018-11-07 11:18:01
3050000,305000001220050001,2005-01-11,,폐업,2021-04-05,,,2021-04-05,0,,,보람농산,I,L00,2026-05-07 22:41:11,,폐업,0002,03,,,,서울특별시 동대문구 용두동 26-14   ,2021-04-08 17:00:49
3050000,305000001220240002,2024-03-06,,영업/정상,,,,,,,02523,미래약품주식회사,I,000,2026-05-07 22:41:12,"서울특별시 동대문구 답십리로69길 55, 웰빙프라자 지하1층 (장안동)",정상,0000,01,029294522,206450.432488236    ,452492.041007964    ,서울특별시 동대문구 장안동 324-1 웰빙프라자 ,2024-03-06 14:27:16
3050000,305000001220240001,2024-01-29,,영업/정상,,,,,0,,02535,(주)이유엘,I,000,2026-05-07 22:41:12,"서울특별시 동대문구 답십리로59길 12, 지하1층 (답십리동)",정상,0000,01,,205769.025514342    ,452327.838867301    ,서울특별시 동대문구 답십리동 2-35 ,2024-10-22 11:22:57
3050000,305000001220230002,2023-06-08,,영업/정상,,,,,0,,02526,가나바이오텍 주식회사,I,L00,2026-05-07 22:41:12,"서울특별시 동대문구 사가정로 240, 서울장안2동우체국 3층 301호 (장안동)",정상,0000,01,025177117,206251.667197634    ,452921.799467896    ,서울특별시 동대문구 장안동 301-1 서울장안2동우체국 ,2023-06-08 14:20:51
3050000,305000001220220002,2022-12-14,,영업/정상,,,,,0,,02642,신덕약품(주),I,L00,2026-05-07 22:41:12,"서울특별시 동대문구 장한로12길 73, ADT캡스제2빌딩 (장안동)",정상,0000,01,0222115200,206260.499656224    ,451388.176902214    ,서울특별시 동대문구 장안동 358-19 ADT캡스제2빌딩 ,2022-12-16 10:37:22
3050000,305000001220220001,2022-07-12,,영업/정상,,,,,0,,02626,(주)골드팜,I,L00,2026-05-07 22:41:12,"서울특별시 동대문구 답십리로64길 73, 2층 (장안동)",정상,0000,01,0222167300,205777.049855454    ,451926.479007458    ,서울특별시 동대문구 장안동 166-2 ,2022-07-12 13:56:05
3050000,305000001220210001,2021-11-30,,폐업,2026-05-04,,,2026-05-04,0,,02635,주식회사 우리엔팜,U,000,2026-05-15 03:03:03,"서울특별시 동대문구 천호대로81길 47, 1층 (장안동)",폐업,0002,03,0269275475,205650.221435593    ,451351.235024459    ,경기도 성남시 분당구 삼평동 422-8 ,2026-05-14 14:17:23
3050000,305000001220200001,2020-08-18,,영업/정상,,,,,0,,02584,한신약품(주),I,000,2026-05-07 22:41:12,"서울특별시 동대문구 천호대로17길 65, 2층 (용두동)",정상,0000,01,029245000,202759.39842201     ,452746.095518832    ,서울특별시 동대문구 용두동 112-43 ,2020-08-21 14:26:34
3050000,305000001220190002,2019-11-15,,영업/정상,,,,,0,,02576,(주) 연안약품,I,L00,2026-05-07 22:41:12,"서울특별시 동대문구 왕산로19길 46, 5층 (제기동, 연안빌딩)",정상,0000,01,0222481114,202779.439799331    ,453100.589654025    ,서울특별시 동대문구 제기동 1158-4 연안빌딩 ,2025-02-27 11:17:35
3050000,305000001220190001,2019-02-07,,영업/정상,,,,,0,,02611,주식회사 유니크바이오,I,000,2026-05-07 22:41:12,"서울특별시 동대문구 한천로11길 6, 미주빌딩 4층 401호 (답십리동)",정상,0000,01,0233945082,205404.771528068    ,451678.741518024    ,서울특별시 동대문구 답십리동 12-3 ,2019-06-18 21:13:58
3050000,305000001220170002,2017-07-26,,영업/정상,,,,,0,,02629,(주)카카오팜,I,000,2026-05-07 22:41:12,"서울특별시 동대문구 장한로 47, 4층 (장안동, 우측)",정상,0000,01,0264029690,205838.423040069    ,451456.484066966    ,서울특별시 동대문구 장안동 430-2 ,2017-07-26 11:14:01
3050000,305000001220170001,2017-01-19,,폐업,2017-11-07,,,2017-11-07,0,,02628,신성약품(주),I,L00,2026-05-07 22:41:11,서울특별시 동대문구 한천로14길 53 (장안동),폐업,0002,03,0233949301,205733.728064091    ,451637.711641927    ,서울특별시 동대문구 장안동 ,2017-11-07 18:03:11
3050000,305000001220230001,2023-05-22,,폐업,2024-02-01,,,2024-02-01,,,02509,씨디팜(주),I,000,2026-05-07 22:41:12,"서울특별시 동대문구 사가정로 203, 5층 (전농동)",폐업,0002,03,,205894.87066153     ,452957.230146678    ,서울특별시 동대문구 전농동 1-216 ,2024-02-01 15:28:38
3050000,305000001220240003,2024-03-15,,폐업,2024-08-02,,,2024-08-02,,,02624,(주)이채팜,I,L00,2026-05-07 22:41:12,"서울특별시 동대문구 답십리로 272, 2층 (장안동)",폐업,0002,03,0222139792,206151.125680328    ,452213.555840243    ,서울특별시 동대문구 장안동 370-3 ,2024-08-05 09:43:33
3050000,305000001220160001,2016-02-24,,폐업,2017-10-23,,,,0,,02490,(주)협성가축약품,I,L00,2026-05-07 22:41:11,"서울특별시 동대문구 왕산로 225, 에이동 1층 14호 (청량리동, 미주상가)",폐업,0002,03,,204089.817117361    ,453314.135663101    ,,2017-10-23 17:38:22
3050000,305000001220020001,2007-06-26,,폐업,2009-05-14,,,,0,,,(주)협성가축약품,I,L00,2026-05-07 22:41:10,,폐업,0002,03,,203628.921504998    ,453698.631375657    ,서울특별시 동대문구 제기동 287-31 ,2009-05-15 11:02:43
3050000,305000001220040001,2004-11-17,,폐업,2015-11-26,,,,0,,02589,아산제약,I,L00,2026-05-07 22:41:11,서울특별시 동대문구 청계천로 485 (용두동),폐업,0002,03,,202673.924263331    ,451994.184093374    ,서울특별시 동대문구 용두동 255-72 ,2015-11-26 14:20:58
3060000,306000001220000001,2000-10-13,,영업/정상,,,,,41.76,,02019,일승물산(주),I,L00,2026-05-02 22:32:40,"서울특별시 중랑구 공릉로18길 68, 대한빌딩 2층 (묵동)",정상,0000,01,029738964,207235.453043569    ,457315.078254949    ,서울특별시 중랑구 묵동 48-22 대한빌딩 ,2024-11-07 13:33:02
3060000,306000001220170001,2017-11-22,,폐업,2021-11-26,,,2021-11-26,105.61,,02114,(주)우리엔팜,I,L00,2026-05-02 22:32:40,"서울특별시 중랑구 중랑천로 105, 양우빌딩 4층 (중화동)",폐업,0002,03,0269275475,206292.997292632    ,454691.995626041    ,서울특별시 중랑구 중화동 324-148 양우빌딩 ,2021-11-26 15:27:09
3060000,306000001219990001,1999-05-13,,폐업,2009-03-13,,,,0,,,(주)버박코리아,I,L00,2026-05-02 22:32:40,,폐업,0002,03,,206864.120689528    ,454249.566442647    ,서울특별시 중랑구 면목동 180-68 ,2009-03-13 13:51:06
3070000,307000001220040001,2004-09-15,,영업/정상,,,,,148.5,,02857,서울수의약품(주),I,L00,2026-05-07 22:36:23,서울특별시 성북구 안암로 47-1 (안암동5가),정상,0000,01,029534050,202339.753873848    ,453228.537532712    ,서울특별시 성북구 안암동5가 110-126 ,2016-09-08 14:02:13
3070000,307000001220010001,2001-11-27,,폐업,2008-09-02,,,,36,,,일진에프앤피(주),I,000,2026-05-07 22:36:23,,폐업,0002,03,,201925.121532202    ,452935.221547454    ,서울특별시 성북구 보문동7가 118 서광빌딩 404호 ,2008-09-02 17:06:53
3090000,309000001220110001,2011-11-10,,폐업,2024-07-03,,,2024-07-03,0,,01456,대호상사,I,000,2026-05-03 22:40:44,"서울특별시 도봉구 노해로62길 80, 101호 (창동)",폐업,0002,03,,203327.739559023    ,460602.966552336    ,서울특별시 도봉구 창동 667-5 101호,2024-07-04 09:06:45
3090000,309000001220180001,2018-08-10,,폐업,2019-02-12,,,2019-02-12,0,,01301,디비에이팜,I,000,2026-05-03 22:40:44,서울특별시 도봉구 도봉산4길 27-15 (도봉동),폐업,0002,03,,203589.270296725    ,465125.902410114    ,서울특별시 도봉구 도봉동 286-13 ,2019-02-12 09:56:43
3100000,310000001220060001,2006-11-15,,폐업,2018-05-18,,,2018-05-18,77,,,(주)협성로하스,I,L00,2026-05-07 22:35:58,,폐업,0002,03,,206314.94905871     ,457752.969179825    ,서울특별시 노원구 공릉동 571-38 진성빌딩 401호 ,2018-05-18 16:43:44
3100000,310000001220080001,2008-08-29,,폐업,2014-02-26,,,,76.69,,01811,일진에프앤피(주),I,L00,2026-05-07 22:35:58,"서울특별시 노원구 공릉로 232 (공릉동, 서울테크노파크 901호)",폐업,0002,03,,206981.454072644    ,458960.471391303    ,서울특별시 노원구 공릉동 172 ,2014-02-26 08:44:38
3100000,310000001220170001,2017-03-22,,폐업,2018-07-17,,,2018-07-17,39,,01646,아이메디,I,000,2026-05-07 22:35:58,"서울특별시 노원구 덕릉로118길 29, 상가동 3층 309호 (상계동, 불암현대아파트)",폐업,0002,03,,207131.576339305    ,462829.18165682     ,서울특별시 노원구 상계동 1293 ,2018-07-18 09:07:12
3100000,310000001220030001,2003-06-13,,영업/정상,,,,,93.73,,01842,대암축산,I,000,2026-05-07 22:35:58,"서울특별시 노원구 동일로190길 41, 4호 (공릉동, 진영빌딩)",정상,0000,01,,206587.898861827    ,458193.262662121    ,서울특별시 노원구 공릉동 ,2016-09-07 10:04:54
3100000,310000001220110001,2011-06-15,,폐업,2017-08-03,,,2017-08-03,0,,01630,서정동물약품,I,000,2026-05-07 22:35:58,"서울특별시 노원구 동일로 1626, 1층 (상계동)",폐업,0002,03,,204855.335238863    ,463464.81234366     ,서울특별시 노원구 상계동 1025-32 ,2017-08-03 15:23:26
3110000,311000001220210001,2021-02-02,,영업/정상,,,,,0,,03329,(주)화성피앤비,I,L00,2026-05-03 22:32:40,"서울특별시 은평구 통일로83길 6-5, 삼양빌딩 503호 (갈현동)",정상,0000,01,07040447276,192768.939095891    ,457659.063988654    ,서울특별시 은평구 갈현동 404-5 삼양빌딩 503호,2023-04-25 16:30:50
3110000,311000001219810001,1981-03-02,,휴업,,2025-01-01,,,0,,03329,주식회사 삼양애니팜,I,000,2026-05-03 22:32:40,서울특별시 은평구 통일로83길 6-5 (갈현동),휴업,0001,02,,192768.939095891    ,457659.063988654    ,서울특별시 은평구 갈현동 404-5 6층 ,2024-12-24 16:29:12
3110000,311000001220070001,2007-02-14,,폐업,2008-02-12,,,,2823.97,,,현대약품,I,000,2026-05-03 22:32:40,,폐업,0002,03,,,,서울특별시 은평구 신사동 24-59   경보빌딩 1층 ,2008-02-12 17:09:06
3110000,311000001220090001,2009-03-02,,폐업,2022-12-31,,,2022-12-31,66.6,,03460,에스에프메디슨,I,000,2026-05-03 22:32:40,"서울특별시 은평구 은평로13길 10 (응암동, 신풍빌딩 6층)",폐업,0002,03,34778048,193366.180797982    ,455538.81331826     ,서울특별시 은평구 응암동 84-2 신풍빌딩 6층 ,2023-01-12 17:24:55
3110000,311000001219970001,1997-04-02,,폐업,2017-11-14,,,2017-11-14,0,,03481,(주)원풍약품상사,I,000,2026-05-03 22:32:40,"서울특별시 은평구 가좌로7길 9, 2층 (응암동)",폐업,0002,03,,192887.616423899    ,453804.182761279    ,서울특별시 은평구 응암동 746-1 2층 ,2017-11-14 11:14:45
3110000,311000001219830001,1983-04-08,,폐업,2006-12-28,,,,0,,,한양동물약품,I,000,2026-05-03 22:32:40,,폐업,0002,03,,,,서울특별시 은평구 불광동 267-1    ,2006-12-28 17:32:34
3120000,312000001220230001,2023-03-24,,영업/정상,,,,,0,,03742,(주)경보제약,I,L00,2026-05-08 22:02:49,"서울특별시 서대문구 충정로 8, 종근당빌딩 4층 (충정로3가)",정상,0000,01,0221752308,196680.837898287    ,450862.36191038     ,서울특별시 서대문구 충정로3가 368 종근당빌딩 4층 ,2024-07-30 10:09:18
3120000,312000001220110001,2011-01-26,,폐업,2024-10-02,,,2024-10-02,99,,03723,(주)삼지벳,I,L00,2026-05-08 22:02:49,"서울특별시 서대문구 연희로 156, 2층 204호 (연희동)",폐업,0002,03,023733668,194165.36648984     ,452079.006766951    ,서울특별시 서대문구 연희동 80-8 ,2024-10-04 11:19:39
3120000,312000001220030001,2003-02-24,,폐업,2013-01-11,,,,197.64,,03659,(주)삼지약품,I,L00,2026-05-08 22:02:49,서울특별시 서대문구 가좌로 94 (홍은동),폐업,0002,03,,193525.84232288     ,453228.561487893    ,서울특별시 서대문구 홍은동 397-9 지하1층 ,2013-03-05 10:14:04
3120000,312000001220100001,2010-07-07,,폐업,2011-01-25,,,,0,,03659,삼지벳,I,000,2026-05-08 22:02:49,"서울특별시 서대문구 가좌로 60 (홍은동, 풍하빌딩)",폐업,0002,03,,193724.212864126    ,452967.624237022    ,서울특별시 서대문구 홍은동 395-24 ,2015-08-01 10:46:17
3130000,313000001219860001,1986-06-26,,폐업,2004-11-03,,,,0,,,서울수의약품(주),I,000,2026-03-26 22:04:23,,폐업,0002,03,,,,서울특별시 마포구 서교동 357-1    서교오피스텔 324호 ,2004-11-03 11:15:54
3130000,313000001220150001,2015-07-14,,폐업,2017-09-11,,,2017-09-11,,,04130,한국엠에스디동물약품(주),I,000,2026-03-26 22:04:23,"서울특별시 마포구 마포대로 163, 8층 (공덕동, 서울신용보증재단)",폐업,0002,03,023312582,195865.102384839    ,449639.100661944    ,서울특별시 마포구 공덕동 168 ,2018-09-14 11:16:46
3130000,313000001220030001,2003-06-07,,폐업,2005-01-25,,,,0,,,(주)세아엘텍,I,000,2026-03-26 22:04:23,,폐업,0002,03,,191253.661410745    ,450826.412340313    ,서울특별시 마포구 망원동 436-41 2층 ,2005-01-25 17:21:27
3130000,313000001220020001,2002-03-05,,폐업,2004-03-22,,,,0,,04049,(주)애니슨,I,000,2026-03-26 22:04:23,"서울특별시 마포구 와우산로 45 (상수동, 2층)",폐업,0002,03,,193104.620989941    ,449589.620442796    ,서울특별시 마포구 상수동 145-1 2층 ,2011-10-30 16:18:15
3130000,313000001219940001,1994-02-28,,폐업,2005-11-07,,,,0,,,(주)성보사이언스텍,I,000,2026-03-26 22:04:23,,폐업,0002,03,,,,서울특별시 마포구 서교동 463-4    1층 ,2005-11-07 11:13:40
3130000,313000001220220001,2022-01-04,,영업/정상,,,,,0,,03994,(주)서울태전,I,L00,2026-03-26 22:04:23,"서울특별시 마포구 동교로 210, 태전빌딩 302호 (동교동)",정상,0000,01,0220548888,193195.287895622    ,450709.112534628    ,서울특별시 마포구 동교동 153-33 태전빌딩 ,2024-12-18 11:11:09
3140000,314000001219990001,1999-05-03,,휴업,,2011-07-06,,,52.2,,,태의상사,I,000,2026-05-07 22:35:36,,휴업,0001,02,26013941,184645.579724418    ,448755.289199387    ,서울특별시 양천구 신월동 12-4 ,2011-07-06 10:43:57
3140000,314000001220030001,2003-12-30,,폐업,2006-07-13,,,,50,,,(주)창조테크노,I,L00,2026-05-07 22:35:36,,폐업,0002,03,26454936,187989.933854336    ,449646.517348931    ,서울특별시 양천구 목동 611-11 2층 ,2006-07-13 09:36:19
3140000,314000001220170001,2017-06-14,,폐업,2019-03-22,,,2019-03-22,,,07986,엠솔트레이딩,I,L00,2026-05-07 22:35:36,"서울특별시 양천구 목동동로 430, 상가 A동 동 208호 (목동, 목동신시가지아파트6단지)",폐업,0002,03,26483410,189749.776358917    ,448050.161097073    ,,2019-03-25 09:38:03
3140000,314000001220240001,2024-09-26,,영업/정상,,,,,0,,07997,온누리에이치엔씨,I,000,2026-05-07 22:35:36,"서울특별시 양천구 목동서로 159-1, 13층 (목동)",정상,0000,01,,188871.512837973    ,447348.13213342     ,서울특별시 양천구 목동 917-1 ,2024-09-26 16:15:29
3150000,315000001220030002,2018-10-04,,영업/정상,,,,,60.74,,07645,대양신약,I,000,2026-05-11 22:47:47,서울특별시 강서구 방화대로6다길 20-12 (공항동),정상,0000,01,26656417,183840.31735279     ,450395.281037223    ,서울특별시 강서구 공항동 1351-4 ,2018-10-05 14:53:24
3150000,315000001220020001,2002-12-05,,폐업,2013-04-11,,,,59.83,,07608,홍지물산,I,000,2026-05-11 22:47:47,서울특별시 강서구 금낭화로 49 (방화동),폐업,0002,03,36621055,183271.799393299    ,451958.934275989    ,서울특별시 강서구 방화동 593-42 ,2013-04-11 17:22:57
3150000,315000001220030001,2003-03-10,,폐업,2011-12-30,,,,51.1,,,(주)프런피드,I,000,2026-05-11 22:47:47,"서울특별시 강서구 공항대로41길 51, 215,216호 (등촌동,세신그린코아)",폐업,0002,03,36631876,186301.875540288    ,450896.992532972    ,"서울특별시 강서구 등촌동 696 세신그린코아 215,216호",2011-12-30 11:35:24
3150000,315000001220030003,2003-12-24,,폐업,2007-06-04,,,,0,,,(주)지오엠디코리아,I,000,2026-05-11 22:47:47,서울특별시 강서구 강서로68길 23 (등촌동),폐업,0002,03,36616407,185994.964119824    ,451596.45849391     ,서울특별시 강서구 등촌동 685 ,2007-06-04 15:34:04
3150000,315000001220060001,2006-03-15,,폐업,2007-01-22,,,,0,,,(주)피엔브이,I,000,2026-05-11 22:47:47,,폐업,0002,03,26670372,182914.598086861    ,450966.559529824    ,서울특별시 강서구 공항동 150 구화물청사 312호,2007-01-22 14:47:52
3160000,316000001220230001,2023-05-30,,영업/정상,,,,,0,,08296,백제약품(주) 영등포지점,I,L00,2026-05-09 22:53:55,"서울특별시 구로구 공원로8길 24, 백제빌딩 (구로동)",정상,0000,01,028690211,190274.989819452    ,444543.36520688     ,서울특별시 구로구 구로동 44 백제빌딩 ,2023-12-05 16:58:39
3160000,316000001220020001,2002-09-05,,취소/말소/만료/정지/중지,,,,,62.05,,08323,(주)에스에이비바이오텍,I,L00,2026-05-09 22:53:55,"서울특별시 구로구 구일로10길 93, 605호 (구로동)",말소,0004,04,,189052.101789082    ,443748.279289935    ,서울특별시 구로구 구로동 685-140 605호 ,2021-08-06 11:14:40
3160000,316000001220250001,2025-03-13,,영업/정상,,,,,0,,08208,베덴텍,I,000,2026-05-09 22:53:55,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 104동 1102호 (신도림동)",정상,0000,01,,190005.132500398    ,445250.538868558    ,서울특별시 구로구 신도림동 337 신도림1차푸르지오 ,2025-03-18 09:28:26
3160000,316000001220030001,2003-05-24,,폐업,2007-01-22,,,,97.5,,,(주)예스팜,I,L00,2026-05-09 22:53:55,,폐업,0002,03,,189943.958564583    ,444219.7107371      ,서울특별시 구로구 구로동 113-3 2층 ,2007-01-22 09:34:08
3170000,317000001220250001,2025-06-17,,영업/정상,,,,,0,,08592,(주)휴아메디팜,I,L00,2026-05-05 22:02:41,"서울특별시 금천구 가산디지털1로 45, 이앤씨드림타워8차 1201-2호 (가산동)",정상,0000,01,,189812.421197411    ,440866.434242768    ,서울특별시 금천구 가산동 327-27 이앤씨드림타워8차 ,2025-06-17 13:25:47
3170000,317000001220070001,2007-08-02,,폐업,2010-06-29,,,,0,,,(주)창조테크노,I,L00,2026-05-05 22:02:41,,폐업,0002,03,,190050.903572929    ,440523.497478209    ,서울특별시 금천구 가산동 680 ,2010-06-29 11:05:49
