개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3010000,301000003720110002,2011-04-12,,취소/말소/만료/정지/중지,2022-04-28,,,,,,,웰펫동물병원,I,000,2026-05-10 22:33:03,서울특별시 중구 동호로 *** (신당동),,말소,0004,04,22567582,200945.265627675    ,450226.825477041    ,서울특별시 중구 신당동 ***-** ,2013-10-21 16:41:43
3010000,301000003720110003,2011-06-15,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04558,스타독,I,000,2026-05-10 22:33:03,"서울특별시 중구 퇴계로 ***, *층 (충무로*가)",,말소,0004,04,22662805,199657.381819462    ,451092.981919045    ,서울특별시 중구 충무로*가 **-* *층 ,2019-12-18 17:00:17
3010000,301000003720110004,2011-07-19,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04509,위즈펫,I,000,2026-05-10 22:33:03,"서울특별시 중구 청파로 ***, *층 (봉래동*가, 롯데마트)",,말소,0004,04,,197242.994816102    ,450658.947895548    ,서울특별시 중구 봉래동*가 *** ,2018-02-27 14:34:43
3010000,301000003720110005,2011-10-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04619,하주립애견,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로 ***-* (묵정동),,말소,0004,04,22782309,199930.85829926     ,451121.344849729    ,서울특별시 중구 묵정동 **-* ,2016-01-29 15:18:43
3010000,301000003720120001,2012-01-05,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04558,펫하우스,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로 *** (충무로*가),,말소,0004,04,0222741259,199618.547455422    ,451079.717791291    ,서울특별시 중구 충무로*가 *** ,2021-04-05 15:03:21
3010000,301000003720120002,2012-08-13,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04572,(주)이마트 청계천점,I,L00,2026-05-10 22:33:03,"서울특별시 중구 청계천로 ***, 지하*층 (황학동, 이마트청계천점)",,말소,0004,04,0222901052,201823.908977364    ,452076.818664092    ,서울특별시 중구 황학동 **** 이마트청계천점 지하*층 ,2019-10-25 09:35:49
3010000,301000003720120003,2012-09-04,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,,롯데마트 서울역점 2층 수족관,I,000,2026-05-10 22:33:03,서울특별시 중구 청파로 *** (봉래동*가),,말소,0004,04,0226017064,197242.994816102    ,450658.947895548    ,서울특별시 중구 봉래동*가 *** ,2017-03-31 09:34:01
3010000,301000003720140001,2014-04-09,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04619,Mr. Pet,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로 ***-* (묵정동),,말소,0004,04,07082356191,199930.85829926     ,451121.344849729    ,서울특별시 중구 묵정동 **-* ,2016-11-28 13:28:55
3010000,301000003720150001,2015-05-14,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04607,빠리빠리,I,000,2026-05-10 22:33:03,"서울특별시 중구 동호로 ***, *층 (신당동, 청화빌딩)",,말소,0004,04,0222338220,200809.914617529    ,450438.308878994    ,서울특별시 중구 신당동 ***-* ,2018-04-27 09:07:20
3010000,301000003720150002,2015-10-21,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04558,굿독,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로 *** (충무로*가),,말소,0004,04,,199646.87000512     ,451091.938273853    ,서울특별시 중구 충무로*가 ,2019-04-10 12:41:18
3010000,301000003720150003,2015-10-30,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04585,엠씨멍,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로**길 ** (신당동),,말소,0004,04,,201423.682428171    ,451344.551966398    ,서울특별시 중구 신당동 ,2018-04-27 09:05:38
3010000,301000003720160001,2018-05-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04575,이그조틱코리아,I,000,2026-05-10 22:33:04,"서울특별시 중구 퇴계로 ***, *층 ***호 (황학동, 황학 아크로타워)",,말소,0004,04,,201866.039519433    ,451543.337800303    ,서울특별시 중구 황학동 ,2018-05-31 09:31:06
3010000,301000003720170001,2017-08-01,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04572,(주)밀레펫 청계천점,I,L00,2026-05-10 22:33:04,"서울특별시 중구 청계천로 ***, 지하*층 (황학동, 롯데캐슬베네치아)",,말소,0004,04,,201823.908977364    ,452076.818664092    ,서울특별시 중구 황학동 **** ,2017-08-01 16:06:45
3010000,301000003720180001,2018-02-28,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04596,동물보육원,I,000,2026-05-10 22:33:04,"서울특별시 중구 동호로*길 **, *층 ***호 (신당동)",,말소,0004,04,,200893.0430559      ,449947.401377686    ,서울특별시 중구 신당동 ***-*** ,2022-01-28 17:18:38
3010000,301000003720180002,2018-04-10,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04558,대한동물병원,I,000,2026-05-10 22:33:04,"서울특별시 중구 퇴계로 ***, *층 (충무로*가)",,말소,0004,04,0222636134,199655.746062675    ,451086.874410496    ,서울특별시 중구 충무로*가 **-* ,2021-12-01 13:33:42
3010000,301000003720180003,2018-05-02,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04598,(주)코리아팩토리,I,L00,2026-05-10 22:33:04,"서울특별시 중구 동호로**길 **, 전진빌딩 *층 (신당동)",,말소,0004,04,0222567112,200743.604803356    ,450138.549769796    ,서울특별시 중구 신당동 ***-* 전진빌딩 ,2020-02-25 17:23:28
3010000,301000003720180004,2018-05-10,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04572,(주)써니스펫,I,L00,2026-05-10 22:33:04,"서울특별시 중구 청계천로 ***, 지하 *층 (황학동, 롯데캐슬베네치아)",,말소,0004,04,,201823.908977364    ,452076.818664092    ,서울특별시 중구 황학동 **** 롯데캐슬베네치아 지하*층 ,2021-12-15 17:41:59
3010000,301000003720180005,2018-05-17,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04608,바우미우동물병원,I,000,2026-05-10 22:33:04,"서울특별시 중구 다산로 ***, 명덕빌딩 *층 (신당동)",,말소,0004,04,0222373366,201064.963697104    ,450779.720971036    ,서울특별시 중구 신당동 ***-* 명덕빌딩 ,2018-05-17 13:10:26
3010000,301000003720180006,2018-09-12,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04589,COZY,I,000,2026-05-10 22:33:04,"서울특별시 중구 청구로 **, *층 (신당동)",,말소,0004,04,0222536686,201252.508004421    ,450817.329698139    ,서울특별시 중구 신당동 ***-** ,2018-09-13 07:32:01
3010000,301000003720180007,2018-09-14,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04575,바른동물병원,I,000,2026-05-10 22:33:04,"서울특별시 중구 퇴계로 ***, *층 ***호 (황학동, 황학 아크로타워)",,말소,0004,04,22327975,201866.039519433    ,451543.337800303    ,서울특별시 중구 황학동 **** 황학 아크로타워 ,2018-09-14 09:31:17
3010000,301000003720180008,2018-10-01,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04501,백슬동물병원,I,000,2026-05-10 22:33:04,"서울특별시 중구 만리재로 ***, 한라비발디센트럴 *층상가 (만리동*가)",,말소,0004,04,,196907.998491537    ,450316.399509271    ,서울특별시 중구 만리동*가 **-* ,2022-02-16 14:23:46
3010000,301000003720180009,2018-10-01,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04595,남산동물병원,I,000,2026-05-10 22:33:04,"서울특별시 중구 다산로 **, *상가동 ***호 (신당동, 남산타운)",,말소,0004,04,22568275,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 *** 남산타운 ,2018-10-01 17:12:34
3010000,301000003720180010,2018-10-01,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04584,좋아요동물병원,I,000,2026-05-10 22:33:04,"서울특별시 중구 다산로**길 **, *층 (신당동)",,말소,0004,04,22336675,201618.834979518    ,450916.705246197    ,서울특별시 중구 신당동 **-** ,2018-10-01 17:17:05
3010000,301000003720180011,2018-10-11,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04598,미래지동물의료센터,I,000,2026-05-10 22:33:04,"서울특별시 중구 다산로 ***, *층 (신당동)",,말소,0004,04,22337574,200783.119589726    ,450153.784342829    ,서울특별시 중구 신당동 ***-** ,2018-10-11 09:53:41
3010000,301000003720190001,2019-03-06,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04600,올펫,I,000,2026-05-10 22:33:04,서울특별시 중구 다산로*길 * (신당동),,말소,0004,04,,200561.819980209    ,449752.254511833    ,서울특별시 중구 신당동 ***-*** ,2020-02-25 17:26:27
3010000,301000003720190002,2019-03-07,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04584,애뚜애뚜,I,000,2026-05-10 22:33:04,"서울특별시 중구 다산로**길 **, *-*층 (신당동)",,말소,0004,04,0222337943,201556.450686404    ,450973.268089566    ,서울특별시 중구 신당동 **-** ,2019-03-07 10:53:01
3010000,301000003720190004,2019-04-15,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04599,마이티그루밍 약수점,I,000,2026-05-10 22:33:04,"서울특별시 중구 다산로 **-*, *층 (신당동)",,말소,0004,04,22329702,200640.466334248    ,449978.493556843    ,서울특별시 중구 신당동 ***-*** ,2022-03-25 17:27:38
