개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3000000,300000001320250004,2025-06-09,,영업/정상,,,,,,,03130,휘모아,I,000,2025-12-15 16:15:28,"서울특별시 종로구 종로 ***, 효성주얼리시티 J동 *층 ****-*호 (인의동)",정상,0000,01,,199812.609633255    ,452132.648343993    ,서울특별시 종로구 인의동 **-* 효성주얼리시티 ,2025-06-09 10:00:15
3000000,300000001320260001,2026-02-10,,영업/정상,,,,,,,03128,애플트리,I,000,2026-02-11 22:32:20,"서울특별시 종로구 창경궁로**길 **, 반도 보라 아이비 타워 ***호 (효제동)",정상,0000,01,,200052.175262571    ,452499.903107886    ,서울특별시 종로구 효제동 ** 반도 보라 아이비 타워 ,2026-02-10 10:17:37
3000000,300000001319970001,1997-04-29,,폐업,2010-07-26,,,,0,,03139,장우양행(주),I,L00,2025-12-15 16:15:28,서울특별시 종로구 돈화문로 **-* (묘동),폐업,0002,03,,199186.340950558    ,452176.045068543    ,서울특별시 종로구 묘동 ***-* ,2012-03-22 18:05:18
3000000,300000001320000001,2000-10-02,,폐업,2003-11-07,,,,0,,,대명메디칼,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,서울특별시 종로구 연지동 ***-**   한국기독교연합회관****호 ,2003-11-07 16:27:16
3000000,300000001320010001,2001-08-21,,폐업,2011-08-25,,,,0,,,대명의료기,I,000,2025-12-15 16:15:28,,폐업,0002,03,,199409.869494495    ,451996.572116316    ,서울특별시 종로구 종로*가 *** ,2011-08-25 17:46:46
3000000,300000001320010002,2001-09-25,,폐업,2010-07-26,,,,0,,,장우양행(주),I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,서울특별시 종로구 묘동 ***-*    ,2010-07-26 17:04:49
3000000,300000001320030002,2003-11-12,,폐업,2005-11-04,,,,35.7,,,원에스피,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,서울특별시 종로구 장사동 ***-*    종로세운상가 라열***호 ,2005-11-04 16:10:58
3000000,300000001320100002,2010-07-27,,폐업,2015-06-26,,,,0,,03126,태리메디칼,I,000,2025-12-15 16:15:28,서울특별시 종로구 종로 *** (종로*가),폐업,0002,03,,200473.025169433    ,452112.059771326    ,서울특별시 종로구 종로*가 *-* ,2024-07-04 08:57:45
3000000,300000001320210003,2021-09-28,,폐업,2022-12-19,,,,,,03020,펫월드,I,000,2025-12-15 16:15:28,"서울특별시 종로구 자하문로 ***, 타임***오피스텔 ***호 (부암동)",폐업,0002,03,,196668.877563099    ,455055.264019484    ,서울특별시 종로구 부암동 ***-* 타임***오피스텔 ,2022-12-20 09:39:21
3000000,300000001320220003,2022-07-14,,폐업,2024-06-19,,,,,,03180,cu종로교남점,I,000,2025-12-15 16:15:28,"서울특별시 종로구 통일로 ***, *호 (교남동)",폐업,0002,03,027395580,196881.585998335    ,451682.368379486    ,서울특별시 종로구 교남동 ** 우성빌딩 *호,2024-06-19 15:48:52
3000000,300000001320220004,2022-10-18,,폐업,2024-05-03,,,,,,03112,주식회사 로운트리,I,L00,2025-12-15 16:15:28,"서울특별시 종로구 종로**길 **, 운영빌딩 비**호 (숭인동)",폐업,0002,03,,201670.858168111    ,452572.102189428    ,서울특별시 종로구 숭인동 ***-** 운영빌딩 ,2024-05-03 16:14:38
3000000,300000001319860001,1986-07-02,,영업/정상,,,,,0,,,피씨바이오,I,000,2025-12-15 16:15:28,,정상,0000,01,22744335,199330.08420518     ,451969.581791637    ,서울특별시 종로구 장사동 ** *층*호 ,2024-06-07 09:35:44
3010000,301000001320120002,2012-10-29,,취소/말소/만료/정지/중지,2016-09-22,,,,,,04549,한국장애인문인복지후원회,I,000,2026-03-10 22:32:51,서울특별시 중구 을지로 *** (을지로*가),말소,0004,04,0222712526,199448.102922035    ,451548.668257947    ,서울특별시 중구 을지로*가 ***-* ,2016-09-22 13:26:35
3010000,301000001320220002,2022-10-06,,폐업,2023-12-07,,,,,,04513,웰릭스렌탈(주),I,L00,2026-03-10 22:33:30,"서울특별시 중구 세종대로 **, 대한서울상공회의소 *층 (남대문로*가)",폐업,0002,03,,197620.648923884    ,450919.874344114    ,서울특별시 중구 남대문로*가 ** 대한서울상공회의소 ,2023-12-07 13:46:25
3010000,301000001320170001,2017-02-13,,취소/말소/만료/정지/중지,2024-10-04,,,,801.28,,04515,루가노메디컬,I,L00,2026-03-10 22:33:00,"서울특별시 중구 서소문로**길 **, ***호 (서소문동, 신아빌딩)",말소,0004,04,023054206,197556.202946679    ,451393.885452503    ,서울특별시 중구 서소문동 **-* ,2024-10-04 09:54:17
3010000,301000001320170002,2017-03-14,,영업/정상,,,,,5643,,04637,퀴아젠코리아 유한회사,I,L00,2026-03-10 22:33:03,"서울특별시 중구 한강대로 ***, *층 (남대문로*가, 서울스퀘어)",정상,0000,01,0226265782,197620.676444642    ,450361.506112161    ,서울특별시 중구 남대문로*가 *** ,2025-06-09 10:32:09
3010000,301000001320180002,2018-05-09,,영업/정상,,,,,,,04576,(주)케이디알기업서비스,I,L00,2026-03-10 22:33:08,"서울특별시 중구 퇴계로 ***, 기업은행성동지점 (황학동)",정상,0000,01,0222318785,201742.972043744    ,451520.021136319    ,서울특별시 중구 황학동 *** 기업은행성동지점 ,2025-06-11 16:56:20
3010000,301000001320190001,2019-05-21,,영업/정상,,,,,,,04532,동방에스앤디(주),I,L00,2026-03-10 22:33:13,"서울특별시 중구 남대문로 **, 한진빌딩 **층 (소공동)",정상,0000,01,0221908400,198274.236324259    ,451198.510083723    ,서울특별시 중구 소공동 **-* 한진빌딩 ,2020-06-29 14:51:58
3010000,301000001320200003,2020-07-30,,영업/정상,,,,,,,04527,한국베링거인겔하임동물약품(주),I,L00,2026-03-10 22:33:22,"서울특별시 중구 통일로 **, 연세대학교 세브란스빌딩 **층 (남대문로*가)",정상,0000,01,027090197,197612.995083649    ,450539.857693464    ,서울특별시 중구 남대문로*가 **-** 연세대학교 세브란스빌딩 ,2025-05-01 15:32:07
3010000,301000001320200004,2020-09-14,,영업/정상,,,,,,,04527,한국베링거인겔하임동물약품(주),I,L00,2026-03-10 22:33:25,"서울특별시 중구 통일로 **, 연세대학교 세브란스빌딩 **층 (남대문로*가)",정상,0000,01,027090191,197612.995083649    ,450539.857693464    ,서울특별시 중구 남대문로*가 **-** 연세대학교 세브란스빌딩 ,2025-05-01 15:39:14
3010000,301000001320220003,2022-10-14,,영업/정상,,,,,,,04572,이마트청계천점(몰리스펫샵),I,L00,2026-03-10 22:33:33,"서울특별시 중구 청계천로 ***, 지하*층 (황학동, 롯데캐슬베네치아)",정상,0000,01,0222901052,201823.908977364    ,452076.818664092    ,서울특별시 중구 순화동 **** 롯데캐슬베네치아 ,2024-04-15 13:11:06
3010000,301000001320230001,2023-07-25,,영업/정상,,,,,,,04510,(주)디브이몰,I,L00,2026-03-10 22:33:37,"서울특별시 중구 청파로 ***, 신흥빌딩 *층 (중림동)",정상,0000,01,07050571909,197175.200250032    ,450823.319779918    ,서울특별시 중구 중림동 **-* 신흥빌딩 ,2023-11-24 11:05:14
3010000,301000001320230002,2023-08-11,,영업/정상,,,,,,,04511,(주)디브이홀딩스,I,L00,2026-03-10 22:33:40,"서울특별시 중구 칠패로 **, 순화동더샵 *층 ***호 (순화동)",정상,0000,01,07040480951,197462.198757043    ,450878.211786274    ,서울특별시 중구 순화동 *** 순화동더샵 ,2025-09-03 09:26:38
3010000,301000001320240001,2024-03-11,,영업/정상,,,,,,,04616,주식회사 티알엔,I,L00,2026-03-10 22:33:43,"서울특별시 중구 동호로 ***, 별관 (장충동*가)",정상,0000,01,0801301000,200229.445040175    ,451067.548779357    ,서울특별시 중구 장충동*가 ***-* ,2024-03-11 10:13:07
3010000,301000001320240002,2024-03-11,,영업/정상,,,,,,,04616,주식회사 티알엔,I,L00,2026-03-10 22:33:47,"서울특별시 중구 동호로 ***, 별관 (장충동*가)",정상,0000,01,0801301000,200229.445040175    ,451067.548779357    ,서울특별시 중구 장충동*가 ***-* ,2024-03-11 10:44:13
3010000,301000001320240003,2024-06-05,,영업/정상,,,,,,,04562,예산장갑,I,000,2026-03-10 22:33:49,서울특별시 중구 청계천로 *** (방산동),정상,0000,01,0222791424,200143.045588734    ,451894.158889651    ,서울특별시 중구 방산동 *-* ,2024-06-05 13:26:03
3010000,301000001320250001,2025-12-11,,영업/정상,,,,,,,04538,(주)비노우,I,L00,2026-03-10 22:33:52,"서울특별시 중구 명동길 **, *층 (명동*가)",정상,0000,01,07082112848,198712.290937471    ,451344.614137454    ,서울특별시 중구 명동*가 *-* 한국YWCA ,2025-12-11 10:39:05
3010000,301000001320260001,2026-05-08,,영업/정상,,,,,,,04615,(주)오렌지사이언티픽,I,L00,2026-05-09 23:27:43,"서울특별시 중구 퇴계로 ***, 쌍림빌딩 *층 ***호 (쌍림동)",정상,0000,01,0222850174,200247.098067944    ,451193.482960446    ,서울특별시 중구 쌍림동 ***-** 쌍림빌딩 ,2026-05-08 13:22:41
3010000,301000001320260002,2026-05-11,,영업/정상,,,,,,,04615,랜드 주식회사,U,L00,2026-05-21 03:03:03,"서울특별시 중구 퇴계로 ***, 쌍림빌딩 *층 ***호 (쌍림동)",정상,0000,01,027659901,200247.098067944    ,451193.482960446    ,서울특별시 중구 쌍림동 ***-** 쌍림빌딩 ,2026-05-20 10:59:59
3010000,301000001320050001,2005-03-17,,폐업,2014-05-26,,,,21.6,,,영신메디칼,I,000,2026-03-10 22:32:38,,폐업,0002,03,22365033,201919.794665322    ,451656.473360378    ,서울특별시 중구 황학동 *** ***호 ,2014-05-26 16:18:41
3010000,301000001320080001,2008-07-17,,폐업,2014-12-24,,,,40,,,조인스펫,I,L00,2026-03-10 22:32:42,,폐업,0002,03,22365033,201919.794665322    ,451656.473360378    ,서울특별시 중구 황학동 *** ***호 ,2014-12-24 11:43:02
3010000,301000001320100001,2010-09-28,,폐업,2014-12-08,,,,0,,,진 메디컬,I,000,2026-03-10 22:32:45,,폐업,0002,03,,,,서울특별시 중구 주교동 **-* 방산상가 A동 *층 ** ,2014-12-08 17:51:58
3010000,301000001320120001,2012-09-06,,폐업,2014-04-21,,,,,,04546,하이플러스,I,000,2026-03-10 22:32:48,"서울특별시 중구 을지로**길 **-*, *층 *호 (주교동)",폐업,0002,03,0222752883,199867.410600358    ,451772.327381582    ,서울특별시 중구 주교동 ***-* *층 ,2014-04-22 16:31:54
3010000,301000001320140001,2014-06-03,,폐업,2019-11-15,,,,,,04512,고운덴탈,I,000,2026-03-10 22:32:55,"서울특별시 중구 통일로 **, ***호 (봉래동*가, 일신빌딩)",폐업,0002,03,027742875,197476.733641931    ,450632.159070388    ,서울특별시 중구 봉래동*가 ***-* 일신빌딩 ***호,2019-11-15 09:42:26
3010000,301000001320180001,2018-03-05,,폐업,2023-06-27,,,,,,04539,에스케이텔레콤(주),I,L00,2026-03-10 22:33:05,"서울특별시 중구 을지로 **, SK텔레콤빌딩 (을지로*가)",폐업,0002,03,0800116000,198614.978577595    ,451577.838950867    ,서울특별시 중구 을지로*가 ** SK텔레콤빌딩 ,2023-06-27 10:18:18
3010000,301000001320180003,2018-06-18,,폐업,2024-06-20,,,,,,04545,지유(GU)조명,I,000,2026-03-10 22:33:10,"서울특별시 중구 창경궁로 **, 세진빌딩 *층 ***호 (주교동)",폐업,0002,03,,199724.738367917    ,451784.175279872    ,서울특별시 중구 주교동 ***-* 세진빌딩 ,2024-06-20 11:03:34
3010000,301000001320200001,2020-04-20,,폐업,2024-06-28,,,,,,04545,가람전자,I,000,2026-03-10 22:33:17,"서울특별시 중구 을지로 ***, 대림상가 **층 **호 (산림동)",폐업,0002,03,0223011603,199526.416139264    ,451693.211256949    ,서울특별시 중구 산림동 ***-* 대림상가 ,2024-06-28 14:36:36
3010000,301000001320200002,2020-06-04,,폐업,2021-08-26,,,,,,04519,샤빗,I,L00,2026-03-10 22:33:19,"서울특별시 중구 세종대로**길 **, 태성빌딩  층 ***호 (태평로*가)",폐업,0002,03,027246165,197814.337747467    ,451705.306153084    ,서울특별시 중구 태평로*가 **-** 태성빌딩 ,2021-08-26 11:35:02
3010000,301000001320220001,2022-08-08,,폐업,2024-06-14,,,,,,04559,나래월드,I,000,2026-03-10 22:33:28,"서울특별시 중구 마른내로 ***, 서제빌딩 ***호 (오장동)",폐업,0002,03,,200047.053590441    ,451332.199992458    ,서울특별시 중구 오장동 ***-** 서울제일교회 ,2024-06-14 14:17:16
3010000,301000001320150001,2015-04-03,,취소/말소/만료/정지/중지,2024-10-04,,,,,,04515,주식회사 제타이미징,I,000,2026-03-10 22:32:57,"서울특별시 중구 서소문로**길 **, ***호 (서소문동)",말소,0004,04,023054206,197556.202946679    ,451393.885452503    ,서울특별시 중구 서소문동 ,2024-10-04 09:54:44
3020000,302000001320030001,2003-10-14,,취소/말소/만료/정지/중지,,,,,33,,04380,엔터프라이즈,I,000,2026-04-29 22:32:34,서울특별시 용산구 한강대로*길 ** (한강로*가),행정처분,0003,04,,196487.500009396    ,446989.586315512    ,서울특별시 용산구 한강로*가 **-*** ,2015-03-02 13:10:05
3020000,302000001320230003,2023-11-06,,폐업,2023-12-22,,,,,,04382,웰릭스렌탈(주),I,L00,2026-04-29 22:32:34,"서울특별시 용산구 한강대로 ***, 웰컴금융타워 **층 (한강로*가)",폐업,0002,03,,197408.590760127    ,447767.340468517    ,서울특별시 용산구 한강로*가 **-* 웰컴금융타워 ,2023-12-22 09:41:35
3020000,302000001320110001,2011-08-25,,영업/정상,,,,,39.03,,04322,(주)레이케어,I,L00,2026-04-29 22:32:34,"서울특별시 용산구 한강대로 ***, D동 *층 ***호 (한강로*가, 용산파크자이)",정상,0000,01,,197514.145785647    ,448264.322314594    ,서울특별시 용산구 한강로*가 **-* D동 ***호,2019-06-18 17:15:13
3020000,302000001320140001,2014-05-12,,영업/정상,,,,,,,04386,쥴릭파마코리아 주식회사,I,L00,2026-04-29 22:32:34,"서울특별시 용산구 한강대로 **, *층 (한강로*가)",정상,0000,01,0220060620,197099.381481836    ,447328.548832245    ,서울특별시 용산구 한강로*가 *** ,2025-09-25 15:57:53
3020000,302000001320190001,2019-03-21,,영업/정상,,,,,,,04316,(주)삼신이앤비,I,L00,2026-04-29 22:32:34,"서울특별시 용산구 원효로 ***, *층 (원효로*가)",정상,0000,01,027774741,197033.394188443    ,448533.721672104    ,서울특별시 용산구 원효로*가 **-* *층 ,2022-05-12 11:20:48
3020000,302000001320190002,2019-03-29,,영업/정상,,,,,,,04372,(주)정호이엔피,I,L00,2026-04-29 22:32:34,"서울특별시 용산구 청파로 **, 전자랜드 본관동 *층 C-***호 (한강로*가)",정상,0000,01,027120989,196370.746398773    ,447841.698787531    ,서울특별시 용산구 한강로*가 **-* 전자랜드 본관 *층 C-***호 ,2019-03-29 09:30:41
3020000,302000001320220002,2022-10-24,,영업/정상,,,,,49.98,,04386,(주)더마글루세일즈,I,000,2026-04-29 22:32:34,"서울특별시 용산구 한강대로**길 **, B동 ****호 (한강로*가, 아스테리움 용산)",정상,0000,01,07077764580,197177.441827434    ,447264.444809335    ,서울특별시 용산구 한강로*가 *** 아스테리움 용산 ,2025-05-29 10:57:22
3020000,302000001320230001,2023-02-07,,영업/정상,,,,,147.47,,04317,주식회사 아울,I,L00,2026-04-29 22:32:34,"서울특별시 용산구 효창원로**길 *, 청강빌딩 *층 (효창동)",정상,0000,01,,196593.010176138    ,448679.476586298    ,서울특별시 용산구 효창동 *-** ,2023-02-07 15:29:22
3020000,302000001320230002,2023-11-06,,영업/정상,,,,,20,,04382,웰릭스렌탈(주),I,L00,2026-04-29 22:32:34,"서울특별시 용산구 한강대로 ***, 웰컴금융타워 **층 (한강로*가)",정상,0000,01,,197408.590760127    ,447767.340468517    ,서울특별시 용산구 한강로*가 **-* 웰컴금융타워 ,2023-11-06 09:43:51
3020000,302000001320250001,2025-08-22,,영업/정상,,,,,9.33,,04371,새론웨이,I,000,2026-04-29 22:32:34,"서울특별시 용산구 새창로 ***, 선인상가 **동 ****호 (한강로*가)",정상,0000,01,,196839.641743356    ,447863.232025192    ,서울특별시 용산구 한강로*가 **-** 선인상가 ,2025-08-22 09:45:20
3020000,302000001320250002,2025-11-25,,영업/정상,,,,,36,,04321,주식회사 에이치알엠디,I,L00,2026-04-29 22:32:34,"서울특별시 용산구 한강대로**길 **, ***호 (갈월동)",정상,0000,01,0269493554,197414.568686395    ,448925.087349792    ,서울특별시 용산구 갈월동 **-** ,2025-11-25 09:47:20
3020000,302000001320080001,2008-01-21,,폐업,2008-01-21,,,,0,,,케어사이드코리아,I,000,2026-04-29 22:32:34,서울특별시 용산구 한강대로 ** (한강로*가),폐업,0002,03,,196715.727830381    ,447010.511469994    ,서울특별시 용산구 한강로*가 **-*** ,2008-08-12 10:33:02
3020000,302000001320080002,2008-08-12,,폐업,2009-11-18,,,,0,,,새싹,I,000,2026-04-29 22:32:34,,폐업,0002,03,027925177,,,서울특별시 용산구 한강로*가 **-** ,2009-11-18 15:29:51
3020000,302000001320130001,2013-09-12,,폐업,2015-02-10,,,,,,04366,(주)우리엔,I,L00,2026-04-29 22:32:34,서울특별시 용산구 원효로 *** (원효로*가),폐업,0002,03,,196288.764257138    ,447946.79077447     ,서울특별시 용산구 원효로*가 **-* ,2015-02-10 16:53:16
3020000,302000001320180001,2018-04-13,,폐업,2025-11-04,,,,,,04331,주식회사 펫탑,I,L00,2026-04-29 22:32:34,"서울특별시 용산구 후암로*길 *, 지하*층 (후암동)",폐업,0002,03,027805594,198040.071703845    ,449396.636390221    ,서울특별시 용산구 후암동 ***-* ,2025-11-05 16:32:57
3020000,302000001320220001,2022-02-09,,폐업,2024-01-11,,,,3.3,,04322,이지캣,I,000,2026-04-29 22:32:34,"서울특별시 용산구 한강대로**길 **, 지하*층 ***호 (갈월동, 대아빌딩)",폐업,0002,03,,197431.065654615    ,448822.796211283    ,서울특별시 용산구 갈월동 **-* 대아빌딩 지하***호,2024-01-11 11:42:08
3020000,302000001320040001,2004-06-15,,취소/말소/만료/정지/중지,,,,,993,,04316,highman international,I,000,2026-04-29 22:32:34,"서울특별시 용산구 원효로 ***, *층 (원효로*가, 대일빌딩)",행정처분,0003,04,,197152.236953111    ,448659.807586615    ,서울특별시 용산구 원효로*가 **-* ,2015-09-22 14:39:47
3030000,303000001320210004,2021-08-27,,영업/정상,,,,,,,04737,올리고365성동지사,I,000,2026-05-05 22:33:12,서울특별시 성동구 독서당로 ***(금호동*가),정상,0000,01,0222825131,201870.41665148     ,449531.347914852    ,서울특별시 성동구 금호동*가 ***-* ,2021-08-27 16:02:34
3030000,303000001320220002,2022-03-17,,영업/정상,,,,,,,04799,주노랩(주),I,L00,2026-05-05 22:33:12,"서울특별시 성동구 광나루로*길 **, 에이스성수타워* ***호 (성수동*가)",정상,0000,01,07048803632,205557.941680639    ,449473.46380541     ,서울특별시 성동구 성수동*가 ***-** 에이스성수타워* ***호,2024-04-18 13:43:34
3030000,303000001320230001,2023-04-03,,영업/정상,,,,,,,04739,파파상사,I,000,2026-05-05 22:33:12,"서울특별시 성동구 독서당로 ***, B호 (옥수동, 동인 샤인빌)",정상,0000,01,07087254864,201490.378309615    ,449184.659056607    ,서울특별시 성동구 옥수동 ** 동인 샤인빌 B호,2023-04-03 10:01:06
3030000,303000001320230002,2023-04-21,,영업/정상,,,,,,,04765,(주)바우라움,I,L00,2026-05-05 22:33:12,"서울특별시 성동구 왕십리로 ***, ***호 (행당동, 서울숲 더샵)",정상,0000,01,0264546180,203481.628249668    ,450468.773302861    ,서울특별시 성동구 행당동 *** 서울숲 더샵 ***호,2023-04-21 13:24:33
3030000,303000001320230003,2023-12-05,,영업/정상,,,,,,,04794,메딕스홈,I,000,2026-05-05 22:33:12,"서울특별시 성동구 성수일로*길 **, 평화빌딩 A동 ***호 (성수동*가)",정상,0000,01,,204939.155835935    ,449221.773516977    ,서울특별시 성동구 성수동*가 ***-*** A동 ***호,2023-12-05 15:36:47
3030000,303000001320240001,2024-07-04,,영업/정상,,,,,39,,04801,네오포유 메디컬,I,L00,2026-05-05 22:33:12,"서울특별시 성동구 광나루로 ***, B*호 (송정동)",정상,0000,01,,205631.873024087    ,449568.396938918    ,서울특별시 광진구 구의동 **-*** B*호,2025-07-08 17:04:31
3030000,303000001320250002,2025-12-08,,영업/정상,,,,,,,04765,주식회사 지씨메디아이,I,L00,2026-05-05 22:33:12,"서울특별시 성동구 왕십리로 ***, ***동 B***,B***호 (행당동, 서울숲 더샵)",정상,0000,01,,203481.628249668    ,450468.773302861    ,서울특별시 성동구 행당동 *** 서울숲 더샵 ,2026-04-09 16:34:23
3030000,303000001320130001,2013-02-26,,영업/정상,,,,,12.18,,04735,제이호홀딩스 주식회사,I,L00,2026-05-05 22:33:11,"서울특별시 성동구 한림말*길 *, ***호 (옥수동)",정상,0000,01,025411212,201424.808182646    ,448827.626754981    ,서울특별시 성동구 옥수동 ***-* 미타사빌딩 ***호,2013-02-27 10:41:54
3030000,303000001320170001,2017-04-04,,영업/정상,,,,,,,04716,도담동물병원,I,000,2026-05-05 22:33:11,"서울특별시 성동구 독서당로 *** (행당동, 신동아아파트)",정상,0000,01,,202831.905687785    ,450233.87834092     ,서울특별시 성동구 행당동 *** 상가동 ***호,2017-04-04 10:18:29
3030000,303000001320180001,2018-09-03,,영업/정상,,,,,,,04790,(주)에스씨포인트,I,L00,2026-05-05 22:33:12,"서울특별시 성동구 성수일로 **, 서울숲 IT 밸리 ***호 (성수동*가)",정상,0000,01,0770125217,204339.630102839    ,449469.505136008    ,서울특별시 성동구 성수동*가 **-*** 서울숲 IT 밸리 ***호,2018-09-03 11:18:32
3030000,303000001320190001,2019-03-18,,영업/정상,,,,,,,04783,(주)엠씨씨바이오,I,L00,2026-05-05 22:33:12,"서울특별시 성동구 연무장**길 **, 청운재 *층 (성수동*가)",정상,0000,01,024643377,204993.190198642    ,449015.529617758    ,서울특별시 성동구 성수동*가 ***-* 청운재 *층 ,2019-03-18 14:40:29
